id,transport_type,name,lat,lon,operator,network,route_ref,shelter,bench,wheelchair,tactile_paving,covered,lit,departures_board,capacity,fee,payment,level,line,railway,amenity,rental,elevator,escalator,steps,entrance,accessibility_score,accessibility_level,accessibility_factors
"bus_('node', 122445127)",bus,Fonte do Cuco,41.1941624,-8.6559427,Metro do Porto,,,,,yes,,,,,,,,,,,,,,,,,65,Regular,totalmente acessível para cadeirantes; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 122445129)",bus,Senhora da Hora,41.1880759,-8.6545271,Metro do Porto,,,,,yes,,,,,,,,,,,,,,,,,65,Regular,totalmente acessível para cadeirantes; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 122448866)",bus,Esposade,41.2160221,-8.6545453,Metro do Porto,,,,,yes,,,,,,,,,,,,,,,,,65,Regular,totalmente acessível para cadeirantes; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 122514000)",bus,Estádio do Mar,41.1857281,-8.6612146,Metro do Porto,,,,,yes,,,,,,,,,,,,,,,,,65,Regular,totalmente acessível para cadeirantes; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 122514059)",bus,Câmara de Matosinhos,41.1806357,-8.6812543,Metro do Porto,,,,,yes,,,,,,,,,,,,,,,,,65,Regular,totalmente acessível para cadeirantes; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 122514062)",bus,Matosinhos Sul,41.1801059,-8.6885891,Metro do Porto,,,,,yes,,,,,,,,,,,,,,,,,65,Regular,totalmente acessível para cadeirantes; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 122579979)",bus,Mercado,41.1874588,-8.6934636,Metro do Porto,,,,,yes,,,,,,,,,,,,,,,,,65,Regular,totalmente acessível para cadeirantes; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 130217076)",bus,Fonte do Cuco,41.1941739,-8.6556553,Metro do Porto,,,,,yes,,,,,,,,,,,,,,,,,65,Regular,totalmente acessível para cadeirantes; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 130218788)",bus,Cândido dos Reis,41.2007066,-8.6497603,Metro do Porto,,,,,yes,,,,,,,,,,,,,,,,,65,Regular,totalmente acessível para cadeirantes; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 130219243)",bus,Custió,41.2223204,-8.6390054,Metro do Porto,,,,,yes,,,,,,,,,,,,,,,,,65,Regular,totalmente acessível para cadeirantes; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 278405078)",bus,FMAI,41.2043916,-8.6920804,,,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 280080436)",bus,Vasco da Gama,41.1902888,-8.6610289,Metro do Porto,,,,,yes,,,,,,,,,,,,,,,,,65,Regular,totalmente acessível para cadeirantes; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 280081500)",bus,Pedro Hispano,41.1803292,-8.6662377,Metro do Porto,,,,,yes,,,,,,,,,,,,,,,,,65,Regular,totalmente acessível para cadeirantes; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 280189310)",bus,Parque de Real,41.1790607,-8.6735805,Metro do Porto,,,,,yes,,,,,,,,,,,,,,,,,65,Regular,totalmente acessível para cadeirantes; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 280189593)",bus,Pias,41.2082183,-8.6471675,Metro do Porto,,,,,yes,,,,,,,,,,,,,,,,,65,Regular,totalmente acessível para cadeirantes; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 280189647)",bus,Araújo,41.2168878,-8.6410522,Metro do Porto,,,,,yes,,,,,,,,,,,,,,,,,65,Regular,totalmente acessível para cadeirantes; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 280267392)",bus,Custóias,41.200272,-8.6555611,Metro do Porto,,,,,yes,,,,,,,,,,,,,,,,,65,Regular,totalmente acessível para cadeirantes; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 292258217)",bus,PP2,41.2035943,-8.6144417,,,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 292783590)",bus,STN2,41.2123464,-8.6132946,,,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 292783599)",bus,TF2,41.2102544,-8.6133027,,,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 420774510)",bus,SM1,41.1963435,-8.6109571,,,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 434134928)",bus,E. S. Abel Salazar,41.1973361,-8.6054537,,,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 1169632763)",bus,Guifões,41.1999836,-8.6656595,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 1169665521)",bus,Sarilhos,41.1966168,-8.6694401,STCP,,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 1169665532)",bus,Paus,41.1960002,-8.6735062,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 1169665533)",bus,Monte Castêlo,41.1971294,-8.6719465,STCP,,505,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 1169665548)",bus,Sarilhos,41.1965663,-8.6690498,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 1169665553)",bus,Linhares,41.1937831,-8.6757312,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 1169665557)",bus,Monte Castêlo,41.1970931,-8.6718191,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 1169665566)",bus,Linhares,41.1936771,-8.6759028,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 1169665567)",bus,Paus,41.1958927,-8.6737503,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 1207580774)",bus,Senhor de Matosinhos,41.188208,-8.6851606,Metro do Porto,,,,,yes,,,,,,,,,,,,,,,,,65,Regular,totalmente acessível para cadeirantes; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 1277675376)",bus,NorteShopping / Sete Bicas,41.1824031,-8.6521925,Metro do Porto,,,,,yes,,,,,,,,,,,,,,,,,65,Regular,totalmente acessível para cadeirantes; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 1295427103)",bus,Monte dos Pipos,41.1996723,-8.6574921,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 1295427344)",bus,Monte dos Pipos,41.1992983,-8.6575602,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 1295427657)",bus,Senhora da Hora,41.1880654,-8.6546134,Metro do Porto,,,,,yes,,,,,,,,,,,,,,,,,65,Regular,totalmente acessível para cadeirantes; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 1595289068)",bus,Senhora da Hora (Hipermercado),41.1817826,-8.6594531,STCP,Andante,,yes,yes,,,,yes,timetable,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 1595591496)",bus,Escola Secundária da Boa Nova,41.1932108,-8.7008046,STCP,Andante,507,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 1595591989)",bus,Escola Secundária da Boa Nova,41.19311,-8.7006395,STCP,Andante,,yes,yes,,,,no,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 1725686466)",bus,Leça do Balio,41.2084209,-8.6296286,,,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 1728071447)",bus,São Mamede de Infesta,41.1902965,-8.6133114,,,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 1728071451)",bus,São Mamede de Infesta,41.190331,-8.6133044,,,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 1728072412)",bus,São Mamede,41.1934768,-8.6088246,STCP,Andante,,yes,yes,,,,,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2075056572)",bus,Pr. Cidade Salvador,41.1738497,-8.6885604,STCP,Andante,,yes,yes,,no,yes,yes,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2075056614)",bus,Pr. Cidade Salvador,41.1738289,-8.6889507,STCP,Andante,,yes,,,,,,,,,,,,,,,,,,,65,Regular,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2075056846)",bus,Matosinhos Praia,41.1792358,-8.6903968,STCP,Andante,,yes,,,no,,,,,,,,,,,,,,,,65,Regular,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2075056853)",bus,Matosinhos Praia,41.180163,-8.6899149,STCP,Andante,,no,no,,,,yes,,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2094758414)",bus,MarShopping - IKEA,41.2093239,-8.6895315,STCP,Andante,,,,yes,,,,,,,,,,,,,,,,,65,Regular,totalmente acessível para cadeirantes; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2111953800)",bus,Sousa Aroso,41.176219,-8.6890332,STCP,Andante,,yes,yes,,,yes,yes,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2111956118)",bus,Avenida Menéres,41.1781926,-8.689279,STCP,Andante,,yes,yes,,no,,no,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2111960933)",bus,Godinho,41.1817915,-8.6921905,STCP,Andante,,yes,yes,,,,,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2111962112)",bus,Lota,41.1830801,-8.6936306,STCP,Andante,,yes,yes,,,,,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2111965180)",bus,Lota,41.1834942,-8.6938128,STCP,Andante,,no,no,,,,yes,,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2111966887)",bus,São Pedro,41.1853665,-8.6956351,STCP,Andante,,yes,yes,,no,,yes,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2111970651)",bus,Matosinhos (Mercado),41.1875757,-8.693381,STCP,Andante,,yes,yes,,,,,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2111970652)",bus,Matosinhos (Mercado),41.1874345,-8.6936639,STCP,Andante,,yes,yes,,,,,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2111979571)",bus,Igreja Leça,41.1935962,-8.6966627,Maré de Matosinhos,Andante,,yes,yes,,,,,no,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2111979572)",bus,Igreja Leça,41.1938237,-8.6968745,Maré de Matosinhos,Andante,,yes,yes,,,,,no,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2111991635)",bus,Fernando Aroso,41.1966211,-8.6967227,Maré de Matosinhos,Andante,,yes,yes,,,,,no,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2111991636)",bus,Fernando Aroso,41.1979424,-8.6964982,Maré de Matosinhos,Andante,,yes,yes,,,,,no,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2112104068)",bus,Amorosa,41.2006369,-8.6963628,STCP,Andante,,yes,yes,,,,no,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2112859603)",bus,Pêro da Covilhã,41.1967593,-8.700964,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2112859609)",bus,Humberto Delgado,41.1971223,-8.6989577,Maré de Matosinhos,Andante,,yes,yes,,,,,no,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2112859615)",bus,Francisco Maia,41.2044534,-8.6921167,STCP,Andante,507;508;601;105;111;120;105N,yes,yes,,,,,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2112859621)",bus,Rotunda da Exponor,41.2018097,-8.6943108,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2112859626)",bus,Leça Futebol Clube,41.2046299,-8.6886674,STCP,Andante,,yes,yes,,no,,no,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2112859632)",bus,Pêro da Covilhã,41.1965645,-8.7010565,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2112859638)",bus,Rotunda da Exponor,41.2016977,-8.6941326,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2119841142)",bus,Rotunda da Exponor,41.2011402,-8.6929077,STCP,Andante,,yes,yes,,,,,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2119841143)",bus,Exponor,41.1981636,-8.6916647,STCP,Andante,,,,yes,,,,,,,,,,,,,,,,,65,Regular,totalmente acessível para cadeirantes; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2119844467)",bus,Pedras de Novais,41.1989677,-8.7057607,Maré de Matosinhos,Andante,,yes,yes,,,,,no,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2119884746)",bus,Continente,41.1798494,-8.6569668,STCP,Andante,,yes,yes,,,,yes,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2119884752)",bus,Continente,41.1839957,-8.663836,STCP,Andante,601,no,no,,,,,,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2119884755)",bus,Senhora da Hora (Hipermercado),41.1807947,-8.6585443,STCP,Andante,,yes,yes,,,,no,yes,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2119884762)",bus,Godinho,41.1820181,-8.6907759,,,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2119884764)",bus,Hospital Pedro Hispano,41.1808285,-8.6636137,STCP,Andante,,yes,yes,,,,,yes,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2119884770)",bus,Parque de Real,41.1796466,-8.6733504,STCP,Andante,,yes,yes,,,,,timetable,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2127755755)",bus,Preciosa,41.1777077,-8.6569463,STCP;Maré de Matosinhos,Andante,,no,no,yes,no,,no,,,,,,,,,,,,,,60,Regular,totalmente acessível para cadeirantes; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2127758637)",bus,Norteshopping,41.1812058,-8.6543894,STCP,Andante,,yes,yes,yes,no,,yes,timetable,,,,,,,,,,,,,98,Excelente,totalmente acessível para cadeirantes; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2127765597)",bus,Ruela,41.1814575,-8.6528439,STCP,Andante,,no,yes,,,,no,timetable,,,,,,,,,,,,,43,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2127768223)",bus,Ruela,41.1795579,-8.651991,STCP,Andante,,no,no,,,,,,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2127773418)",bus,Rotunda AEP,41.1785402,-8.6543224,STCP,Andante,,yes,no,yes,no,,yes,,,,,,,,,,,,,,90,Excelente,totalmente acessível para cadeirantes; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2137425756)",bus,Sousa Aroso,41.1770136,-8.6901115,STCP,Andante,,yes,,,,,,,,,,,,,,,,,,,65,Regular,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2137438575)",bus,Matosinhos Praia,41.1799237,-8.6900042,Maré de Matosinhos,Andante,,no,,,,,,no,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2162541294)",bus,Doutor Afonso Cordeiro,41.17373,-8.6854722,STCP,Andante,,yes,yes,,,,,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2162545245)",bus,Dom Afonso Henriques,41.172668,-8.6814637,STCP,Andante,,yes,yes,,,,,timetable,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2162548985)",bus,Fonte Luminosa,41.1789841,-8.6821678,STCP,Andante,,no,no,,,no,,,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2162554903)",bus,Afonso Cordeiro,41.1788246,-8.6848379,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2162557977)",bus,Mouzinho de Albuquerque,41.180172,-8.686174,Maré de Matosinhos,Andante,,no,,,,,,no,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2162561797)",bus,Av. República,41.1803794,-8.6831669,Maré de Matosinhos,Andante,,no,,,,,,no,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2162584552)",bus,Carcavelos,41.1795352,-8.6817735,STCP,Andante,,no,no,,,,,,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2162587436)",bus,Carcavelos,41.1798956,-8.6816729,STCP,Andante,,no,no,,,,,timetable,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2162589609)",bus,Matosinhos (Câmara),41.1827096,-8.6822375,STCP,Andante,,yes,,,,,,,,,,,,,,,,,,,65,Regular,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2162592365)",bus,Goa,41.1843064,-8.6826009,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2162593567)",bus,Alfredo Cunha,41.1840228,-8.6837655,STCP,Andante,,yes,,,,,,timetable,,,,,,,,,,,,,65,Regular,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2162596596)",bus,Alfredo Cunha,41.1843569,-8.6843135,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2162603047)",bus,Matosinhos (Igreja),41.1864139,-8.6850467,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2162609153)",bus,Matosinhos (Igreja),41.1865813,-8.685495,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2162614502)",bus,Senhor de Matosinhos,41.1883243,-8.6851611,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2162616074)",bus,Senhor de Matosinhos,41.1884949,-8.6851369,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2162616877)",bus,Matosinhos (Mercado),41.1872566,-8.6920209,STCP,Andante,,yes,,,,,,,,,,,,,,,,,,,65,Regular,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2162618525)",bus,São Pedro,41.1853202,-8.6958123,STCP,Andante,,yes,yes,,no,,yes,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2162624376)",bus,Godinho,41.1817136,-8.6922671,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2162773591)",bus,Edifício Resende,41.1870657,-8.6915384,Maré de Matosinhos,Andante,,no,,,,,,no,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2163828237)",bus,Lidador (Hospital),41.1779176,-8.6626978,STCP,Andante,,yes,yes,limited,,,yes,,,,,,,,,,,,,,83,Boa,parcialmente acessível para cadeirantes; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2163836028)",bus,Quinta dos Ingleses,41.1793252,-8.6665119,STCP,Andante,,yes,yes,,,,yes,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2163837881)",bus,Real,41.1761052,-8.6706988,STCP;Maré de Matosinhos,Andante,,yes,yes,,,,yes,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
