id,transport_type,name,lat,lon,operator,network,route_ref,shelter,bench,wheelchair,tactile_paving,covered,lit,departures_board,capacity,fee,payment,level,line,railway,amenity,rental,elevator,escalator,steps,entrance,accessibility_score,accessibility_level,accessibility_factors
"bus_('node', 2178643106)",bus,Almeiriga norte,41.2279298,-8.7194704,Maré de Matosinhos,Andante,,yes,yes,,,,,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2178643107)",bus,Almeiriga norte,41.227679,-8.7195391,Maré de Matosinhos,Andante,,yes,yes,,,,,no,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2178646953)",bus,Praia da Memória,41.2310842,-8.7194607,Maré de Matosinhos,Andante,,yes,yes,,,,,no,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2178646954)",bus,Praia da Memória,41.2306156,-8.7194477,Maré de Matosinhos,Andante,,yes,yes,,no,,,no,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2178647467)",bus,Aladi,41.2345926,-8.7210361,Maré de Matosinhos,Andante,,yes,yes,,,,,no,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2178647468)",bus,Aladi,41.2339978,-8.7206744,Maré de Matosinhos,Andante,,yes,yes,,no,,,no,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2178649993)",bus,Praia do Marreco,41.2371013,-8.721997,Maré de Matosinhos,Andante,,yes,yes,,no,,yes,no,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2178651175)",bus,Praia do Marreco,41.2372045,-8.7222295,Maré de Matosinhos,Andante,,yes,yes,,no,,yes,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2178655899)",bus,Agudela,41.2402046,-8.7225321,Maré de Matosinhos,Andante,,no,no,,no,,,no,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2178657365)",bus,Escola EB1 Agudela,41.2437405,-8.7225295,Maré de Matosinhos,Andante,,no,,,,,,no,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2178664425)",bus,Corgo,41.2520251,-8.7194585,Maré de Matosinhos,Andante,,no,yes,,,,,no,,,,,,,,,,,,,43,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2178667916)",bus,Ofélia da Cruz Costa,41.2543597,-8.720985,Maré de Matosinhos,Andante,,no,,,,,,no,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2178668849)",bus,Ofélia da Cruz Costa,41.2541878,-8.7210164,,,,yes,yes,,,,,no,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2178675463)",bus,Praia do Funtão,41.2570038,-8.7232284,Maré de Matosinhos,Andante,,yes,yes,,no,,yes,no,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2178675464)",bus,Bairro dos Pescadores,41.2610248,-8.7243844,Maré de Matosinhos,Andante,,yes,yes,,no,,yes,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2178684869)",bus,Praia do Barreiro,41.2629802,-8.72524,Maré de Matosinhos,Andante,,no,,,,,,no,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2178684872)",bus,Praia do Barreiro,41.262671,-8.7252363,Maré de Matosinhos,Andante,,no,,,,,,no,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2178695591)",bus,Praia da Agudela,41.2432586,-8.7244267,Maré de Matosinhos,Andante,,no,yes,,no,,yes,no,,,,,,,,,,,,,43,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2178700549)",bus,Agudela,41.2397117,-8.7233337,Maré de Matosinhos,Andante,,yes,yes,,no,,yes,no,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2178726772)",bus,Aldeia Nova,41.2245815,-8.7108922,STCP,Andante,,yes,,,,,,,,,,,,,,,,,,,65,Regular,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2178735354)",bus,Aldeia Nova,41.2246042,-8.7107282,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2178741916)",bus,Guarda,41.2241936,-8.7069154,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2178745434)",bus,Montedouro,41.2246586,-8.7050526,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2178746116)",bus,Cruzeiro,41.2245578,-8.7033334,STCP,Andante,,yes,,,,,,,,,,,,,,,,,,,65,Regular,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2178758961)",bus,Perafita,41.224353,-8.6986784,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2178758962)",bus,Perafita,41.2244609,-8.6989305,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2178761397)",bus,Perafita Igreja,41.2240897,-8.6976954,Maré de Matosinhos,Andante,,no,,,,,,,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2178762341)",bus,Perafita Igreja,41.2243339,-8.6973078,,,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2178765373)",bus,Progresso (viaduto),41.2224149,-8.6971315,Maré de Matosinhos,Andante,,no,,,,,,no,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2178769827)",bus,Progresso,41.2201742,-8.6967237,Maré de Matosinhos,Andante,,no,,,,,,no,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2178770525)",bus,Marcos da Cruz,41.217704,-8.6952683,Maré de Matosinhos,Andante,,yes,yes,,,,,no,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2178773783)",bus,Abade Mondego,41.2143718,-8.6940854,STCP,Andante,,no,no,,no,,,,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2178773786)",bus,Abade Mondego,41.2142724,-8.694018,STCP,Andante,,yes,yes,,,,,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2178779449)",bus,Monte Espinho,41.2116198,-8.6951553,STCP,Andante,,no,no,,no,,,,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2178779455)",bus,Monte Espinho,41.2119419,-8.6949045,STCP,Andante,,yes,yes,,no,,,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2178782557)",bus,Almeiriga,41.2081847,-8.6963167,STCP,Andante,,yes,yes,,,,,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2178782560)",bus,Almeiriga,41.2080642,-8.6964149,STCP,Andante,,no,no,,,,,,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2178784680)",bus,Bataria,41.2061032,-8.696483,STCP,Andante,,yes,yes,,no,,,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2178785791)",bus,Bataria,41.2058005,-8.6967472,STCP,Andante,,no,no,,no,,yes,,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2178792860)",bus,1º de Dezembro,41.184735,-8.6902128,STCP,Andante,,yes,,,,,,,,,,,,,,,,,,,65,Regular,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2178796273)",bus,Álvaro Castelões,41.1833189,-8.6879441,STCP,Andante,,yes,,,,,,,,,,,,,,,,,,,65,Regular,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2178797818)",bus,Godinho,41.1828228,-8.6879451,STCP,Andante,,yes,,,,,,,,,,,,,,,,,,,65,Regular,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2178801611)",bus,Parque Basílio Teles,41.1820647,-8.6851083,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2178809204)",bus,Matosinhos (CMM),41.1817948,-8.6829605,STCP,Andante,,no,,,,,,,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2184387721)",bus,Corpo Santo,41.1914261,-8.6995819,Maré de Matosinhos,Andante,,yes,yes,,,,,no,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2184394310)",bus,Corpo Santo,41.1918266,-8.6993349,Maré de Matosinhos,Andante,,no,,,,,,no,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2184401323)",bus,Sol Poente,41.1988824,-8.7024543,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2184401324)",bus,Sol Poente,41.1990035,-8.70239,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2201482550)",bus,Regadio,41.189496,-8.6822894,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2209835375)",bus,Dom João I,41.1767048,-8.6867738,STCP,Andante,,no,no,,,no,,,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2209841548)",bus,Afonso Cordeiro,41.1803647,-8.6870205,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2209843349)",bus,Parque Basílio Teles,41.1826836,-8.685571,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2209847746)",bus,Humberto Delgado,41.1976382,-8.6990464,Maré de Matosinhos,Andante,,no,,,,,,no,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2255631048)",bus,Comendador Ferreira Matos,41.1770063,-8.6829794,STCP,Andante,,no,no,,,no,,,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2255666194)",bus,Afonso Henriques,41.1806005,-8.6832968,STCP;Maré de Matosinhos,Andante,,no,,,,,,timetable,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2255669311)",bus,Parque Basílio Teles,41.1823994,-8.6846033,STCP,Andante,,no,,,,,,,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2255696014)",bus,Senhor de Matosinhos,41.1879535,-8.6858143,STCP,Andante,,no,,,,,,,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2255728556)",bus,Goa,41.184952,-8.6808308,STCP,Andante,,yes,yes,,,,,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2255728574)",bus,Hospital Matosinhos,41.1866516,-8.6790055,Maré de Matosinhos,Andante,,no,,,,,,no,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2255728678)",bus,Hospital Matosinhos,41.1859966,-8.6790927,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2255741324)",bus,Hospital Matosinhos,41.1858078,-8.6791125,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2255757836)",bus,Seara,41.1867646,-8.6765767,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2255765225)",bus,Seara,41.1869907,-8.6763769,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2255770365)",bus,Sendim Cemitério,41.1899044,-8.675359,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2255775526)",bus,Sendim Cemitério,41.1900598,-8.6758043,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2255777158)",bus,Sendim Cemitério,41.1898468,-8.6739658,Maré de Matosinhos,Andante,,yes,yes,,,,,no,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2255780084)",bus,Sendim Cemitério,41.1899806,-8.6735646,Maré de Matosinhos,Andante,,yes,yes,,,,,timetable,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2255802756)",bus,EB1 Barranha,41.1898335,-8.6635023,Maré de Matosinhos,Andante,,yes,yes,,,,,no,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2255804326)",bus,EB1 Barranha,41.1897823,-8.6631536,Maré de Matosinhos,Andante,,no,,,,,,no,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2255901198)",bus,Estádio do Mar (metro),41.1857392,-8.6616006,Maré de Matosinhos,Andante,,no,no,,,,,no,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2255903440)",bus,Sra. da Hora (feira),41.1866718,-8.6631939,Maré de Matosinhos,Andante,,yes,yes,,,,,no,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2255903895)",bus,Barranha,41.1879745,-8.6664031,Maré de Matosinhos,Andante,,yes,yes,,,,,no,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2255905934)",bus,Barranha,41.1875021,-8.6660799,Maré de Matosinhos,Andante,,yes,yes,limited,,,,no,,,,,,,,,,,,,83,Boa,parcialmente acessível para cadeirantes; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2255908367)",bus,Sra. da Hora (feira),41.1863319,-8.6631321,Maré de Matosinhos,Andante,,yes,yes,,,,,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2255914068)",bus,Sra. da Hora (feira),41.1851084,-8.6630007,Maré de Matosinhos,Andante,,no,no,,,,no,,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2255914069)",bus,Sra. da Hora (feira),41.1851952,-8.6630168,Maré de Matosinhos,Andante,,no,no,,,,no,no,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2255922788)",bus,Parque J. G. Laranjo;E.S.A.D.,41.1847628,-8.6618722,STCP,Andante,,yes,yes,,no,,yes,timetable;no,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2255925219)",bus,Parque J. G. Laranjo;E.S.A.D.,41.1844437,-8.6619177,STCP,Andante,,yes,yes,,no,,yes,,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2255944875)",bus,Carriçal,41.1861582,-8.6587605,STCP,Andante,,no,no,,,,no,timetable,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2257921418)",bus,Carriçal,41.1863177,-8.6579786,STCP,Andante,,no,no,,,,no,,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2257929161)",bus,Senhora da Hora,41.1889728,-8.6548521,,,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2257929165)",bus,Senhora da Hora,41.1864617,-8.6549318,STCP,Andante,,no,no,,,,no,,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2257946029)",bus,Senhora da Hora (metro),41.1873088,-8.6541763,STCP,Andante,,no,no,,,,no,,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2257953779)",bus,Senhora da Hora (metro),41.1876993,-8.653581,STCP,Andante,,no,no,,,,,,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2257973385)",bus,Centro de Saúde da Senhora da Hora,41.1917292,-8.65765,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2257982826)",bus,Centro de Saúde da Senhora da Hora,41.1918849,-8.6593079,Maré de Matosinhos,Andante,,yes,yes,,,,,no,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2257988960)",bus,Vasco da Gama (metro),41.1905653,-8.6603138,STCP,Andante,,yes,,,,,,,,,,,,,,,,,,,65,Regular,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2257993425)",bus,Av. Vasco da Gama,41.1904977,-8.6621879,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2257996925)",bus,Rua da Lagoa,41.1918699,-8.6622887,STCP,Andante,,no,,,,,,,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2258000379)",bus,Rua da Lagoa,41.1917494,-8.6624274,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2258006227)",bus,Rua da Lagoa,41.1919561,-8.663686,Maré de Matosinhos,Andante,,yes,yes,,,,,no,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2258006229)",bus,Rua da Lagoa,41.1919531,-8.6631612,Maré de Matosinhos,Andante,,yes,yes,,,,,no,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2258025286)",bus,Sarilho,41.1910911,-8.6675282,Maré de Matosinhos,Andante,,no,,,,,,no,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2258025288)",bus,Sarilho,41.1911025,-8.6678102,Maré de Matosinhos,Andante,,no,,,,,,no,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2258033473)",bus,Sarilho,41.1911148,-8.668761,Maré de Matosinhos,Andante,,no,,,,,,no,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2258033479)",bus,Sarilho,41.1910631,-8.6685599,Maré de Matosinhos,Andante,,no,,,,,,no,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2258044869)",bus,Joaquim Neves dos Santos,41.1922088,-8.6686833,STCP;Maré de Matosinhos,Andante,,yes,yes,,,,,no,,,,,,,,,,,,,73,Boa,acessibilidade não especificada; com abrigo contra chuva/vento; parada com nome identificado; rotas claramente identificadas; operadora identificada; com banco para sentar
"bus_('node', 2258044874)",bus,Joaquim Neves dos Santos,41.1920182,-8.6684527,Maré de Matosinhos,Andante,,no,,,,,,no,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2258061271)",bus,Costa Fontes (Lagoa),41.1925204,-8.659936,Maré de Matosinhos,Andante,,no,,,,,,no,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2258066137)",bus,Costa Fontes,41.1935226,-8.6606373,Maré de Matosinhos,Andante,,no,,,,,,no,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2258070095)",bus,Costa Fontes,41.1938446,-8.6607212,Maré de Matosinhos,Andante,,no,,,,,,no,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2258088449)",bus,Avenida Salgado Zenha,41.1951023,-8.660739,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2258095822)",bus,EB23 Passos José,41.1965651,-8.6609478,Maré de Matosinhos,Andante,,no,no,,,,,no,,,,,,,,,,,,,35,Limitada,acessibilidade não especificada; sem proteção climática; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2258095824)",bus,EB23 Passos José,41.1966339,-8.66079,Maré de Matosinhos,Andante,,,,,,,,no,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
"bus_('node', 2258101575)",bus,Avenida Salgado Zenha,41.1951412,-8.6608888,STCP,Andante,,,,,,,,,,,,,,,,,,,,,40,Limitada,acessibilidade não especificada; proteção climática não especificada; parada com nome identificado; rotas claramente identificadas; operadora identificada
