lat,lon,school,hospital,clinic,pharmacy,supermarket,bakery,cafe,restaurant,park,transport,school_pct,hospital_pct,clinic_pct,pharmacy_pct,supermarket_pct,bakery_pct,cafe_pct,restaurant_pct,park_pct,transport_pct,accessibility_score
41.19213707371714,-8.654238153692889,7,0,2,3,2,2,16,5,32,116,90.10883482714469,45.49455825864276,80.01760563380282,87.71606914212549,55.313700384122924,80.60979513444302,90.10083226632523,68.90204865556979,75.04001280409732,86.70774647887323,76.00112035851471
41.19213348748778,-8.653045666860919,6,0,2,2,2,2,14,4,26,114,85.59539052496798,45.49455825864276,80.01760563380282,81.25800256081946,55.313700384122924,80.60979513444302,89.02848911651728,63.956466069142124,72.30313700384123,85.9314980793854,73.95086427656851
41.1921298889117,-8.651853180244753,5,0,4,2,2,1,14,4,24,98,80.03361075544174,45.49455825864276,90.75704225352112,81.25800256081946,55.313700384122924,64.7887323943662,89.02848911651728,63.956466069142124,71.31081946222791,78.18501920614597,72.01264404609475
41.19212627798889,-8.650660693845134,5,0,4,2,3,1,13,3,22,90,80.03361075544174,45.49455825864276,90.75704225352112,81.25800256081946,70.04641485275287,64.7887323943662,88.54833546734955,57.10627400768246,70.00640204865557,72.99135723431498,72.10307298335468
41.19212265471936,-8.649468207662807,5,0,4,1,3,1,12,3,22,102,80.03361075544174,45.49455825864276,90.75704225352112,62.788092189500645,70.04641485275287,64.7887323943662,87.76408450704226,57.10627400768246,70.00640204865557,80.40973111395647,70.9194942381562
41.19211901910312,-8.648275721698507,4,0,4,1,3,1,10,4,29,104,73.70358514724713,45.49455825864276,90.75704225352112,62.788092189500645,70.04641485275287,64.7887323943662,85.35531370038413,63.956466069142124,73.71959026888605,81.46606914212549,71.20758642765686
41.192115371140176,-8.64708323595298,4,0,3,1,4,1,10,4,28,110,73.70358514724713,45.49455825864276,86.43565941101153,62.788092189500645,79.44142125480154,64.7887323943662,85.35531370038413,63.956466069142124,73.3274647887324,84.45102432778489,71.97423175416134
41.19211171083053,-8.645890750426968,5,0,3,0,5,2,9,3,29,84,80.03361075544174,45.49455825864276,86.43565941101153,23.983674775928296,85.72343149807938,80.60979513444302,83.89084507042254,57.10627400768246,73.71959026888605,68.3018565941101,68.52992957746478
41.19210803817421,-8.644698265121212,5,0,3,0,6,3,10,4,32,90,80.03361075544174,45.49455825864276,86.43565941101153,23.983674775928296,89.77272727272727,88.60435339308579,85.35531370038413,63.956466069142124,75.04001280409732,72.99135723431498,71.16677336747759
41.192104353171175,-8.643505780036453,5,0,4,0,6,3,11,5,32,100,80.03361075544174,45.49455825864276,90.75704225352112,23.983674775928296,89.77272727272727,88.60435339308579,86.63572343149808,68.90204865556979,75.04001280409732,79.24135723431498,72.84651088348271
41.19210065582147,-8.64231329517343,5,0,3,1,6,2,8,5,37,96,80.03361075544174,45.49455825864276,86.43565941101153,62.788092189500645,89.77272727272727,80.60979513444302,81.83418693982074,68.90204865556979,77.36075544174136,77.0326504481434,75.02640845070422
41.1920969461251,-8.64112081053289,5,0,3,1,6,2,8,6,40,98,80.03361075544174,45.49455825864276,86.43565941101153,62.788092189500645,89.77272727272727,80.60979513444302,81.83418693982074,72.08706786171575,78.20902688860436,78.18501920614597,75.54497439180538
41.19209322408206,-8.639928326115573,5,0,3,1,6,2,8,6,47,104,80.03361075544174,45.49455825864276,86.43565941101153,62.788092189500645,89.77272727272727,80.60979513444302,81.83418693982074,72.08706786171575,80.41773367477593,81.46606914212549,76.09395006402049
41.19208948969236,-8.638735841922218,4,0,3,1,6,2,8,5,52,106,73.70358514724713,45.49455825864276,86.43565941101153,62.788092189500645,89.77272727272727,80.60979513444302,81.83418693982074,68.90204865556979,82.58642765685019,82.44238156209988,75.45694622279129
41.192085742956,-8.63754335795357,4,0,2,1,5,2,7,5,56,107,73.70358514724713,45.49455825864276,80.01760563380282,62.788092189500645,85.72343149807938,80.60979513444302,79.18533930857875,68.90204865556979,83.9628681177977,83.01056338028168,74.33978873239437
41.19208198387301,-8.636350874210367,4,0,1,1,4,2,6,6,54,105,73.70358514724713,45.49455825864276,69.71830985915493,62.788092189500645,79.44142125480154,80.60979513444302,75.90428937259924,72.08706786171575,83.27464788732394,81.94622279129321,72.4967989756722
41.19207821244336,-8.635158390693354,4,0,1,1,5,2,6,6,51,99,73.70358514724713,45.49455825864276,69.71830985915493,62.788092189500645,85.72343149807938,80.60979513444302,75.90428937259924,72.08706786171575,82.17029449423816,78.68117797695263,72.68806017925736
41.19207442866709,-8.63396590740327,4,0,1,1,4,2,6,6,49,95,73.70358514724713,45.49455825864276,69.71830985915493,62.788092189500645,79.44142125480154,80.60979513444302,75.90428937259924,72.08706786171575,81.25800256081946,76.42445582586429,71.74295774647888
41.19207063254419,-8.63277342434086,4,0,1,1,4,2,6,6,45,97,73.70358514724713,45.49455825864276,69.71830985915493,62.788092189500645,79.44142125480154,80.60979513444302,75.90428937259924,72.08706786171575,79.72951344430219,77.64084507042254,71.71174775928297
41.192066824074665,-8.631580941506863,4,0,1,1,4,2,5,6,44,77,73.70358514724713,45.49455825864276,69.71830985915493,62.788092189500645,79.44142125480154,80.60979513444302,71.29481434058899,72.08706786171575,79.42541613316261,62.259923175416134,69.68229833546734
41.19206300325853,-8.630388458902022,4,0,1,1,3,1,5,5,37,71,73.70358514724713,45.49455825864276,69.71830985915493,62.788092189500645,70.04641485275287,64.7887323943662,71.29481434058899,68.90204865556979,77.36075544174136,55.921895006402046,66.00192061459667
41.1920591700958,-8.629195976527075,4,0,1,1,3,1,5,5,30,67,73.70358514724713,45.49455825864276,69.71830985915493,62.788092189500645,70.04641485275287,64.7887323943662,71.29481434058899,68.90204865556979,74.1117157490397,51.84058898847631,65.26888604353393
41.19205532458646,-8.628003494382769,4,0,1,1,3,1,3,5,27,65,73.70358514724713,45.49455825864276,69.71830985915493,62.788092189500645,70.04641485275287,64.7887323943662,57.56241997439181,68.90204865556979,72.83130601792574,49.9359795134443,63.57714468629962
41.19205146673053,-8.626811012469844,4,0,2,2,0,0,2,4,23,67,73.70358514724713,45.49455825864276,80.01760563380282,81.25800256081946,14.18854033290653,27.26472471190781,44.97439180537772,63.956466069142124,70.6786171574904,51.84058898847631,55.33770806658131
41.19204759652802,-8.625618530789039,3,0,1,2,0,0,3,4,17,71,67.78969270166453,45.49455825864276,69.71830985915493,81.25800256081946,14.18854033290653,27.26472471190781,57.56241997439181,63.956466069142124,64.94878361075544,55.921895006402046,54.81033930857874
41.19204371397893,-8.624426049341098,3,0,1,2,0,0,2,2,16,61,67.78969270166453,45.49455825864276,69.71830985915493,81.25800256081946,14.18854033290653,27.26472471190781,44.97439180537772,48.015364916773365,63.9404609475032,46.054737516005126,50.86987836107555
41.19203981908327,-8.623233568126762,3,0,1,1,0,1,1,2,14,46,67.78969270166453,45.49455825864276,69.71830985915493,62.788092189500645,14.18854033290653,64.7887323943662,31.13796414852753,48.015364916773365,62.147887323943664,30.49775928297055,49.65669014084507
41.19203591184104,-8.622041087146775,5,0,1,1,0,1,2,2,8,56,80.03361075544174,45.49455825864276,69.71830985915493,62.788092189500645,14.18854033290653,64.7887323943662,44.97439180537772,48.015364916773365,54.04929577464789,41.59731113956467,52.56482074263764
41.192031992252254,-8.620848606401873,5,0,1,2,1,1,2,2,8,65,80.03361075544174,45.49455825864276,69.71830985915493,81.25800256081946,37.32394366197183,64.7887323943662,44.97439180537772,48.015364916773365,54.04929577464789,49.9359795134443,57.55921895006402
41.19202806031692,-8.619656125892803,3,0,1,3,2,1,3,3,12,69,67.78969270166453,45.49455825864276,69.71830985915493,87.71606914212549,55.313700384122924,64.7887323943662,57.56241997439181,57.10627400768246,59.65909090909091,53.91325224071702,61.90620998719591
41.19202411603504,-8.618463645620304,3,0,1,3,3,1,4,6,16,83,67.78969270166453,45.49455825864276,69.71830985915493,87.71606914212549,70.04641485275287,64.7887323943662,65.32490396927017,72.08706786171575,63.9404609475032,67.53361075544174,67.44398207426377
41.192020159406624,-8.61727116558512,4,0,3,3,3,2,4,7,18,92,73.70358514724713,45.49455825864276,86.43565941101153,87.71606914212549,70.04641485275287,80.60979513444302,65.32490396927017,74.71991037131882,65.893085787452,74.3197823303457,72.42637644046096
41.19201619043168,-8.616078685787988,5,0,3,3,3,2,4,7,19,89,80.03361075544174,45.49455825864276,86.43565941101153,87.71606914212549,70.04641485275287,80.60979513444302,65.32490396927017,74.71991037131882,67.09346991037131,72.27912932138284,72.97535211267606
41.19201220911021,-8.614886206229656,7,0,3,3,3,2,4,9,19,98,90.10883482714469,45.49455825864276,86.43565941101153,87.71606914212549,70.04641485275287,80.60979513444302,65.32490396927017,79.1533290653009,67.09346991037131,78.18501920614597,75.01680537772087
41.19200821544224,-8.613693726910858,7,0,3,3,3,2,5,9,19,104,90.10883482714469,45.49455825864276,86.43565941101153,87.71606914212549,70.04641485275287,80.60979513444302,71.29481434058899,79.1533290653009,67.09346991037131,81.46606914212549,75.94190140845072
41.192004209427736,-8.612501247832343,7,0,3,4,3,2,5,9,19,108,90.10883482714469,45.49455825864276,86.43565941101153,92.54961587708067,70.04641485275287,80.60979513444302,71.29481434058899,79.1533290653009,67.09346991037131,83.62676056338029,76.6413252240717
41.19200019106675,-8.61130876899485,7,0,3,4,4,2,5,9,18,116,90.10883482714469,45.49455825864276,86.43565941101153,92.54961587708067,79.44142125480154,80.60979513444302,71.29481434058899,79.1533290653009,65.893085787452,86.70774647887323,77.76888604353393
41.19199616035927,-8.610116290399116,8,0,3,5,4,2,5,9,18,114,92.78969270166453,45.49455825864276,86.43565941101153,96.13476312419974,79.44142125480154,80.60979513444302,71.29481434058899,79.1533290653009,65.893085787452,85.9314980793854,78.31786171574905
41.19199211730529,-8.60892381204589,9,0,3,5,4,2,3,10,17,124,94.36619718309859,45.49455825864276,86.43565941101153,96.13476312419974,79.44142125480154,80.60979513444302,57.56241997439181,80.57778489116517,64.94878361075544,89.03649167733676,77.46078745198463
41.19198806190485,-8.607731333935911,8,0,2,4,4,1,2,11,19,124,92.78969270166453,45.49455825864276,80.01760563380282,92.54961587708067,79.44142125480154,64.7887323943662,44.97439180537772,81.66613316261203,67.09346991037131,89.03649167733676,73.78521126760563
41.19198399415792,-8.606538856069918,8,0,3,4,4,1,1,8,17,119,92.78969270166453,45.49455825864276,86.43565941101153,92.54961587708067,79.44142125480154,64.7887323943662,31.13796414852753,77.30473751600512,64.94878361075544,87.55601792573624,72.24471830985917
41.19197991406453,-8.605346378448656,7,0,3,3,4,1,1,8,15,114,90.10883482714469,45.49455825864276,86.43565941101153,87.71606914212549,79.44142125480154,64.7887323943662,31.13796414852753,77.30473751600512,63.02016645326505,85.9314980793854,71.13796414852753
41.19197582162469,-8.604153901072864,6,0,1,3,4,0,0,7,9,109,85.59539052496798,45.49455825864276,69.71830985915493,87.71606914212549,79.44142125480154,27.26472471190781,12.71606914212548,74.71991037131882,55.17765685019206,84.106914212548,62.195102432778484
41.19197171683839,-8.602961423943285,6,0,1,3,3,0,0,7,11,94,85.59539052496798,45.49455825864276,69.71830985915493,87.71606914212549,70.04641485275287,27.26472471190781,12.71606914212548,74.71991037131882,57.946542893726,75.6802176696543,60.68982074263765
41.191967599705656,-8.60176894706066,6,0,1,2,2,0,0,5,11,85,85.59539052496798,45.49455825864276,69.71830985915493,81.25800256081946,55.313700384122924,27.26472471190781,12.71606914212548,68.90204865556979,57.946542893726,69.07810499359796,57.328745198463515
41.19196347022648,-8.600576470425732,6,0,0,1,2,0,0,5,15,87,85.59539052496798,45.49455825864276,31.594110115236873,62.788092189500645,55.313700384122924,27.26472471190781,12.71606914212548,68.90204865556979,63.02016645326505,70.89468629961587,52.358354673495526
41.19195932840088,-8.599383994039242,3,0,0,1,1,0,0,4,12,87,67.78969270166453,45.49455825864276,31.594110115236873,62.788092189500645,37.32394366197183,27.26472471190781,12.71606914212548,63.956466069142124,59.65909090909091,70.89468629961587,47.94814340588988
41.19195517422887,-8.598191517901931,2,0,0,1,1,0,0,3,13,81,58.33866837387964,45.49455825864276,31.594110115236873,62.788092189500645,37.32394366197183,27.26472471190781,12.71606914212548,57.10627400768246,61.155569782330346,65.85307298335468,45.96350832266326
41.19195100771043,-8.596999042014541,3,0,0,1,1,0,0,2,14,83,67.78969270166453,45.49455825864276,31.594110115236873,62.788092189500645,37.32394366197183,27.26472471190781,12.71606914212548,48.015364916773365,62.147887323943664,67.53361075544174,46.26680537772088
41.193186457020445,-8.707896268474526,6,0,0,2,2,2,7,25,14,56,85.59539052496798,45.49455825864276,31.594110115236873,81.25800256081946,55.313700384122924,80.60979513444302,79.18533930857875,88.10819462227913,62.147887323943664,41.59731113956467,65.09042893725993
41.19318342630479,-8.706703756353232,6,0,0,2,3,3,8,28,32,66,85.59539052496798,45.49455825864276,31.594110115236873,81.25800256081946,70.04641485275287,88.60435339308579,81.83418693982074,90.50896286811779,75.04001280409732,50.888284250960304,70.08642765685019
41.19318038324175,-8.705511244414378,6,0,1,3,4,3,8,30,52,74,85.59539052496798,45.49455825864276,69.71830985915493,87.71606914212549,79.44142125480154,88.60435339308579,81.83418693982074,91.63732394366197,82.58642765685019,59.042893725992315,77.16709346991038
41.19317732783134,-8.704318732658706,6,0,1,3,4,3,7,33,66,88,85.59539052496798,45.49455825864276,69.71830985915493,87.71606914212549,79.44142125480154,88.60435339308579,79.18533930857875,92.34955185659412,86.97983354673495,71.63892445582587,78.67237516005122
41.19317426007354,-8.703126221086956,7,0,2,3,3,5,9,33,72,96,90.10883482714469,45.49455825864276,80.01760563380282,87.71606914212549,70.04641485275287,94.54225352112677,83.89084507042254,92.34955185659412,88.49231754161332,77.0326504481434,80.96911011523687
41.19317117996838,-8.70193370969987,7,0,2,3,3,5,10,35,74,100,90.10883482714469,45.49455825864276,80.01760563380282,87.71606914212549,70.04641485275287,94.54225352112677,85.35531370038413,92.70166453265045,88.76440460947504,79.24135723431498,81.398847631242
41.19316808751585,-8.700741198498193,7,0,2,3,4,5,11,34,75,104,90.10883482714469,45.49455825864276,80.01760563380282,87.71606914212549,79.44142125480154,94.54225352112677,86.63572343149808,92.5416133162612,88.95646606914212,81.46606914212549,82.69206145966709
41.19316498271596,-8.699548687482663,7,0,2,3,5,5,12,34,73,106,90.10883482714469,45.49455825864276,80.01760563380282,87.71606914212549,85.72343149807938,94.54225352112677,87.76408450704226,92.5416133162612,88.62836107554418,82.44238156209988,83.49791933418695
41.193161865568726,-8.698356176654022,7,0,2,3,5,6,12,34,75,134,90.10883482714469,45.49455825864276,80.01760563380282,87.71606914212549,85.72343149807938,95.75864276568502,87.76408450704226,92.5416133162612,88.95646606914212,91.6293213828425,84.57106274007683
41.19315873607413,-8.697163666013013,6,0,3,3,5,6,14,34,78,136,85.59539052496798,45.49455825864276,86.43565941101153,87.71606914212549,85.72343149807938,95.75864276568502,89.02848911651728,92.5416133162612,89.43661971830986,92.03745198463508,84.97679257362356
41.1931555942322,-8.695971155560377,6,0,3,3,6,7,13,30,79,124,85.59539052496798,45.49455825864276,86.43565941101153,87.71606914212549,89.77272727272727,96.1667733674776,88.54833546734955,91.63732394366197,89.57266325224072,89.03649167733676,84.99759923175415
41.19315244004293,-8.694778645296859,5,0,3,3,6,8,13,22,77,121,80.03361075544174,45.49455825864276,86.43565941101153,87.71606914212549,89.77272727272727,96.4628681177977,88.54833546734955,87.395966709347,89.28457106274008,88.1802176696543,83.93245838668375
41.19314927350633,-8.693586135223196,5,0,3,3,5,7,11,15,87,113,80.03361075544174,45.49455825864276,86.43565941101153,87.71606914212549,85.72343149807938,96.1667733674776,86.63572343149808,85.02720870678617,90.15685019206146,85.5713828425096,82.89612676056338
41.19314609462239,-8.692393625340133,4,0,3,2,4,7,9,15,89,99,73.70358514724713,45.49455825864276,86.43565941101153,81.25800256081946,79.44142125480154,96.1667733674776,83.89084507042254,85.02720870678617,90.23687580025607,78.68117797695263,80.03361075544174
41.19314290339114,-8.691201115648408,3,0,3,2,4,6,11,15,88,99,67.78969270166453,45.49455825864276,86.43565941101153,81.25800256081946,79.44142125480154,95.75864276568502,86.63572343149808,85.02720870678617,90.19686299615877,78.68117797695263,79.67189500640204
41.19313969981258,-8.690008606148767,2,0,2,2,3,4,11,14,83,94,58.33866837387964,45.49455825864276,80.01760563380282,81.25800256081946,70.04641485275287,92.30153649167734,86.63572343149808,84.01888604353394,89.87676056338029,75.6802176696543,76.36683738796415
41.19313648388671,-8.688816096841949,2,0,2,2,2,3,9,12,81,90,58.33866837387964,45.49455825864276,80.01760563380282,81.25800256081946,55.313700384122924,88.60435339308579,83.89084507042254,82.48239436619718,89.71670934699104,72.99135723431498,73.8108194622279
41.19313325561354,-8.687623587728698,3,0,1,2,2,0,8,10,71,78,67.78969270166453,45.49455825864276,69.71830985915493,81.25800256081946,55.313700384122924,27.26472471190781,81.83418693982074,80.57778489116517,88.27624839948783,63.164212548015364,66.06914212548016
41.193130014993066,-8.686431078809752,2,0,1,0,1,0,7,5,56,58,58.33866837387964,45.49455825864276,69.71830985915493,23.983674775928296,37.32394366197183,27.26472471190781,79.18533930857875,68.90204865556979,83.9628681177977,43.397887323943664,53.75720230473752
41.1931267620253,-8.685238570085858,1,0,1,0,1,0,7,5,53,62,40.292893725992315,45.49455825864276,69.71830985915493,23.983674775928296,37.32394366197183,27.26472471190781,79.18533930857875,68.90204865556979,82.94654289372599,47.06306017925736,52.21750960307298
41.19312349671026,-8.684046061557751,1,0,0,0,0,0,6,3,50,61,40.292893725992315,45.49455825864276,31.594110115236873,23.983674775928296,14.18854033290653,27.26472471190781,75.90428937259924,57.10627400768246,81.79417413572342,46.054737516005126,44.36779769526249
41.19312021904792,-8.68285355322618,0,0,1,0,0,0,6,1,52,61,14.644686299615877,45.49455825864276,69.71830985915493,23.983674775928296,14.18854033290653,27.26472471190781,75.90428937259924,32.88252240717029,82.58642765685019,46.054737516005126,43.2722471190781
41.19311692903831,-8.68166104509188,0,0,1,0,0,0,1,1,47,69,14.644686299615877,45.49455825864276,69.71830985915493,23.983674775928296,14.18854033290653,27.26472471190781,31.13796414852753,32.88252240717029,80.41773367477593,53.91325224071702,39.3645966709347
41.193113626681445,-8.680468537155598,0,0,1,0,0,0,1,0,50,78,14.644686299615877,45.49455825864276,69.71830985915493,23.983674775928296,14.18854033290653,27.26472471190781,31.13796414852753,11.45966709346991,81.79417413572342,63.164212548015364,38.28505121638924
41.193110311977314,-8.679276029418071,0,0,1,1,1,0,1,0,42,78,14.644686299615877,45.49455825864276,69.71830985915493,62.788092189500645,37.32394366197183,27.26472471190781,31.13796414852753,11.45966709346991,78.84122919334186,63.164212548015364,44.18373879641486
41.19310698492593,-8.678083521880046,0,0,1,1,1,0,2,0,31,74,14.644686299615877,45.49455825864276,69.71830985915493,62.788092189500645,37.32394366197183,27.26472471190781,44.97439180537772,11.45966709346991,74.51984635083227,59.042893725992315,44.723111395646605
41.19310364552729,-8.676891014542262,2,0,0,1,2,0,1,1,24,77,58.33866837387964,45.49455825864276,31.594110115236873,62.788092189500645,55.313700384122924,27.26472471190781,31.13796414852753,32.88252240717029,71.31081946222791,62.259923175416134,47.83850832266326
41.19310029378139,-8.675698507405459,3,0,0,0,2,0,2,1,23,88,67.78969270166453,45.49455825864276,31.594110115236873,23.983674775928296,55.313700384122924,27.26472471190781,44.97439180537772,32.88252240717029,70.6786171574904,71.63892445582587,47.161491677336755
41.193096929688274,-8.67450600047038,3,0,0,0,1,0,2,2,21,94,67.78969270166453,45.49455825864276,31.594110115236873,23.983674775928296,37.32394366197183,27.26472471190781,44.97439180537772,48.015364916773365,69.2381562099872,75.6802176696543,47.135883482714476
41.19309355324793,-8.67331349373777,3,0,0,0,1,0,2,2,18,94,67.78969270166453,45.49455825864276,31.594110115236873,23.983674775928296,37.32394366197183,27.26472471190781,44.97439180537772,48.015364916773365,65.893085787452,75.6802176696543,46.80137644046094
41.19309016446034,-8.672120987208366,3,0,0,0,2,0,2,2,26,102,67.78969270166453,45.49455825864276,31.594110115236873,23.983674775928296,55.313700384122924,27.26472471190781,44.97439180537772,48.015364916773365,72.30313700384123,80.40973111395647,49.714308578745204
41.19308676332553,-8.670928480882912,5,0,0,0,2,0,4,2,30,122,80.03361075544174,45.49455825864276,31.594110115236873,23.983674775928296,55.313700384122924,27.26472471190781,65.32490396927017,48.015364916773365,74.1117157490397,88.47631241997439,53.96126760563381
41.19308334984352,-8.66973597476215,5,0,0,1,3,0,5,2,32,142,80.03361075544174,45.49455825864276,31.594110115236873,62.788092189500645,70.04641485275287,27.26472471190781,71.29481434058899,48.015364916773365,75.04001280409732,93.22183098591549,60.47935339308579
41.19307992401429,-8.668543468846819,5,0,1,2,3,1,5,2,37,152,80.03361075544174,45.49455825864276,69.71830985915493,81.25800256081946,70.04641485275287,64.7887323943662,71.29481434058899,48.015364916773365,77.36075544174136,96.00672215108835,70.40172855313702
41.19307648583786,-8.667350963137665,6,0,1,2,3,1,6,2,42,162,85.59539052496798,45.49455825864276,69.71830985915493,81.25800256081946,70.04641485275287,64.7887323943662,75.90428937259924,48.015364916773365,78.84122919334186,98.47151088348272,71.81338028169014
41.19307303531424,-8.666158457635424,6,0,2,2,3,2,6,2,43,144,85.59539052496798,45.49455825864276,80.01760563380282,81.25800256081946,70.04641485275287,80.60979513444302,75.90428937259924,48.015364916773365,79.10531370038413,93.75800256081946,73.98047375160051
41.19306957244344,-8.664965952340845,6,0,2,2,3,2,8,4,41,148,85.59539052496798,45.49455825864276,80.01760563380282,81.25800256081946,70.04641485275287,80.60979513444302,81.83418693982074,63.956466069142124,78.5371318822023,94.76632522407171,76.21158770806657
41.19306609722543,-8.663773447254663,7,0,3,2,3,2,9,5,40,136,90.10883482714469,45.49455825864276,86.43565941101153,81.25800256081946,70.04641485275287,80.60979513444302,83.89084507042254,68.90204865556979,78.20902688860436,92.03745198463508,77.69926376440462
41.19306260966027,-8.662580942377623,7,0,3,1,3,2,9,5,39,136,90.10883482714469,45.49455825864276,86.43565941101153,62.788092189500645,70.04641485275287,80.60979513444302,83.89084507042254,68.90204865556979,77.95294494238156,92.03745198463508,75.82666453265047
41.19305910974791,-8.661388437710468,6,0,2,1,3,3,9,5,39,151,85.59539052496798,45.49455825864276,80.01760563380282,62.788092189500645,70.04641485275287,88.60435339308579,83.89084507042254,68.90204865556979,77.95294494238156,95.69462227912933,75.89868758002561
41.1930555974884,-8.660195933253936,6,0,1,1,4,3,12,6,41,150,85.59539052496798,45.49455825864276,69.71830985915493,62.788092189500645,79.44142125480154,88.60435339308579,87.76408450704226,72.08706786171575,78.5371318822023,95.38252240717028,76.54129321382842
41.19305207288174,-8.65900342900877,6,0,1,1,3,2,13,7,38,146,85.59539052496798,45.49455825864276,69.71830985915493,62.788092189500645,70.04641485275287,80.60979513444302,88.54833546734955,74.71991037131882,77.7128681177977,94.28617157490396,74.95198463508322
41.1930485359279,-8.657810924975715,6,0,2,2,2,2,16,5,36,132,85.59539052496798,45.49455825864276,80.01760563380282,81.25800256081946,55.313700384122924,80.60979513444302,90.10083226632523,68.90204865556979,76.9286171574904,91.21318822023048,75.54337387964149
41.193044986626944,-8.656618421155509,6,0,2,2,2,2,16,5,37,128,85.59539052496798,45.49455825864276,80.01760563380282,81.25800256081946,55.313700384122924,80.60979513444302,90.10083226632523,68.90204865556979,77.36075544174136,90.02880921895007,75.46814980793854
41.19304142497885,-8.655425917548893,5,0,2,2,2,2,16,5,37,124,80.03361075544174,45.49455825864276,80.01760563380282,81.25800256081946,55.313700384122924,80.60979513444302,90.10083226632523,68.90204865556979,77.36075544174136,89.03649167733676,74.8127400768246
41.19303785098359,-8.654233414156613,4,0,2,2,2,2,15,4,33,116,73.70358514724713,45.49455825864276,80.01760563380282,81.25800256081946,55.313700384122924,80.60979513444302,89.54065300896286,63.956466069142124,75.5521766965429,86.70774647887323,73.21542893725993
41.19303426464123,-8.653040910979406,4,0,2,1,2,1,13,3,25,106,73.70358514724713,45.49455825864276,80.01760563380282,62.788092189500645,55.313700384122924,64.7887323943662,88.54833546734955,57.10627400768246,71.83098591549296,82.44238156209988,68.20342509603073
41.19303066595174,-8.651848408018017,3,0,2,1,2,1,13,3,23,90,67.78969270166453,45.49455825864276,80.01760563380282,62.788092189500645,55.313700384122924,64.7887323943662,88.54833546734955,57.10627400768246,70.6786171574904,72.99135723431498,66.55169654289372
41.19302705491513,-8.650655905273187,3,0,4,1,2,1,12,3,22,90,67.78969270166453,45.49455825864276,90.75704225352112,62.788092189500645,55.313700384122924,64.7887323943662,87.76408450704226,57.10627400768246,70.00640204865557,72.99135723431498,67.47999359795134
41.193023431531415,-8.649463402745655,3,0,4,1,3,1,9,3,23,92,67.78969270166453,45.49455825864276,90.75704225352112,62.788092189500645,70.04641485275287,64.7887323943662,83.89084507042254,57.10627400768246,70.6786171574904,74.3197823303457,68.76600512163893
41.19301979580061,-8.648270900436165,3,0,4,1,3,1,8,4,26,100,67.78969270166453,45.49455825864276,90.75704225352112,62.788092189500645,70.04641485275287,64.7887323943662,81.83418693982074,63.956466069142124,72.30313700384123,79.24135723431498,69.89996798975673
41.1930161477227,-8.647078398345462,4,0,3,0,3,1,9,4,28,100,73.70358514724713,45.49455825864276,86.43565941101153,23.983674775928296,70.04641485275287,64.7887323943662,83.89084507042254,63.956466069142124,73.3274647887324,79.24135723431498,66.48687580025607
41.1930124872977,-8.645885896474281,3,0,3,0,4,2,9,3,28,88,67.78969270166453,45.49455825864276,86.43565941101153,23.983674775928296,79.44142125480154,80.60979513444302,83.89084507042254,57.10627400768246,73.3274647887324,71.63892445582587,66.97183098591549
41.19300881452563,-8.644693394823367,2,0,3,0,6,2,10,4,31,88,58.33866837387964,45.49455825864276,86.43565941101153,23.983674775928296,89.77272727272727,80.60979513444302,85.35531370038413,63.956466069142124,74.51984635083227,71.63892445582587,68.0105633802817
41.19300512940648,-8.643500893393464,5,0,3,0,7,3,9,4,37,94,80.03361075544174,45.49455825864276,86.43565941101153,23.983674775928296,92.61363636363636,88.60435339308579,83.89084507042254,63.956466069142124,77.36075544174136,75.6802176696543,71.80537772087068
41.19300143194027,-8.64230839218531,5,0,3,1,6,2,8,5,41,104,80.03361075544174,45.49455825864276,86.43565941101153,62.788092189500645,89.77272727272727,80.60979513444302,81.83418693982074,68.90204865556979,78.5371318822023,81.46606914212549,75.58738796414852
41.19299772212698,-8.641115891199647,5,0,3,1,6,2,8,5,46,106,80.03361075544174,45.49455825864276,86.43565941101153,62.788092189500645,89.77272727272727,80.60979513444302,81.83418693982074,68.90204865556979,80.00960307298335,82.44238156209988,75.83226632522407
41.19299399996663,-8.639923390437218,4,0,2,1,5,2,6,5,52,106,73.70358514724713,45.49455825864276,80.01760563380282,62.788092189500645,85.72343149807938,80.60979513444302,75.90428937259924,68.90204865556979,82.58642765685019,82.44238156209988,73.81722151088347
41.19299026545925,-8.638730889898767,4,0,2,1,5,2,6,5,58,107,73.70358514724713,45.49455825864276,80.01760563380282,62.788092189500645,85.72343149807938,80.60979513444302,75.90428937259924,68.90204865556979,84.69910371318822,83.01056338028168,74.08530729833547
41.19298651860482,-8.63753838958503,5,0,1,1,4,2,6,5,62,105,80.03361075544174,45.49455825864276,69.71830985915493,62.788092189500645,79.44142125480154,80.60979513444302,75.90428937259924,68.90204865556979,85.8274647887324,81.94622279129321,73.06658130601792
41.19298275940336,-8.636345889496754,4,0,1,1,4,2,6,5,60,105,73.70358514724713,45.49455825864276,69.71830985915493,62.788092189500645,79.44142125480154,80.60979513444302,75.90428937259924,68.90204865556979,85.28329065300896,81.94622279129321,72.37916133162612
41.19297898785486,-8.635153389634677,4,0,1,1,4,2,6,5,60,97,73.70358514724713,45.49455825864276,69.71830985915493,62.788092189500645,79.44142125480154,80.60979513444302,75.90428937259924,68.90204865556979,85.28329065300896,77.64084507042254,71.94862355953906
