place_name,lat,lon,sun_04,sun_05,sun_06,sun_07,sun_08,sun_09,sun_10,sun_11,sun_12,sun_13,sun_14,sun_15,sun_16,sun_17,sun_18,sun_19,sun_20,sun_21,sun_22,sun_23,sun_00,sun_01,sun_02,sun_03,mon_04,mon_05,mon_06,mon_07,mon_08,mon_09,mon_10,mon_11,mon_12,mon_13,mon_14,mon_15,mon_16,mon_17,mon_18,mon_19,mon_20,mon_21,mon_22,mon_23,mon_00,mon_01,mon_02,mon_03,tue_04,tue_05,tue_06,tue_07,tue_08,tue_09,tue_10,tue_11,tue_12,tue_13,tue_14,tue_15,tue_16,tue_17,tue_18,tue_19,tue_20,tue_21,tue_22,tue_23,tue_00,tue_01,tue_02,tue_03,wed_04,wed_05,wed_06,wed_07,wed_08,wed_09,wed_10,wed_11,wed_12,wed_13,wed_14,wed_15,wed_16,wed_17,wed_18,wed_19,wed_20,wed_21,wed_22,wed_23,wed_00,wed_01,wed_02,wed_03,thu_04,thu_05,thu_06,thu_07,thu_08,thu_09,thu_10,thu_11,thu_12,thu_13,thu_14,thu_15,thu_16,thu_17,thu_18,thu_19,thu_20,thu_21,thu_22,thu_23,thu_00,thu_01,thu_02,thu_03,fri_04,fri_05,fri_06,fri_07,fri_08,fri_09,fri_10,fri_11,fri_12,fri_13,fri_14,fri_15,fri_16,fri_17,fri_18,fri_19,fri_20,fri_21,fri_22,fri_23,fri_00,fri_01,fri_02,fri_03,sat_04,sat_05,sat_06,sat_07,sat_08,sat_09,sat_10,sat_11,sat_12,sat_13,sat_14,sat_15,sat_16,sat_17,sat_18,sat_19,sat_20,sat_21,sat_22,sat_23,sat_00,sat_01,sat_02,sat_03
Tv. Pinguela,41.217353518683616,-8.658746826074564,42.0,35.0,28.0,21.0,14.0,28.0,50.0,57.0,42.0,57.0,42.0,35.0,57.0,57.0,64.0,85.0,78.0,42.0,21.0,42.0,50.0,35.0,35.0,57.0,21.0,42.0,35.0,35.0,50.0,57.0,57.0,28.0,28.0,42.0,57.0,64.0,71.0,50.0,57.0,21.0,28.0,35.0,35.0,21.0,28.0,28.0,35.0,28.0,35.0,64.0,42.0,50.0,50.0,57.0,71.0,64.0,64.0,50.0,50.0,50.0,50.0,57.0,50.0,50.0,35.0,28.0,21.0,28.0,42.0,64.0,35.0,42.0,50.0,28.0,28.0,28.0,50.0,64.0,78.0,71.0,64.0,42.0,50.0,57.0,64.0,50.0,35.0,21.0,21.0,28.0,42.0,21.0,28.0,42.0,85.0,64.0,28.0,42.0,28.0,42.0,57.0,35.0,42.0,28.0,64.0,71.0,71.0,28.0,28.0,28.0,42.0,50.0,57.0,50.0,64.0,78.0,100.0,71.0,42.0,28.0,7.0,21.0,35.0,35.0,35.0,14.0,7.0,28.0,42.0,57.0,57.0,64.0,42.0,35.0,50.0,78.0,85.0,100.0,64.0,42.0,42.0,14.0,14.0,7.0,14.0,35.0,35.0,35.0,28.0,35.0,42.0,35.0,28.0,28.0,35.0,28.0,42.0,50.0,42.0,42.0,35.0,57.0,57.0,42.0,35.0,14.0,21.0,14.0
Esposade (Metro),41.215889626584826,-8.656859344588188,35.0,30.0,45.0,30.0,20.0,15.0,15.0,30.0,45.0,55.0,80.0,80.0,95.0,90.0,95.0,75.0,70.0,85.0,100.0,65.0,40.0,20.0,25.0,35.0,45.0,55.0,50.0,65.0,75.0,85.0,70.0,50.0,25.0,15.0,5.0,20.0,40.0,45.0,45.0,25.0,30.0,35.0,40.0,45.0,30.0,30.0,15.0,35.0,20.0,20.0,30.0,45.0,50.0,40.0,50.0,55.0,60.0,60.0,45.0,35.0,40.0,50.0,55.0,50.0,50.0,45.0,30.0,25.0,10.0,15.0,20.0,20.0,30.0,35.0,30.0,35.0,40.0,40.0,45.0,60.0,45.0,50.0,40.0,50.0,45.0,60.0,60.0,50.0,20.0,5.0,10.0,20.0,25.0,15.0,15.0,35.0,35.0,50.0,70.0,70.0,60.0,35.0,30.0,35.0,30.0,35.0,45.0,35.0,35.0,30.0,35.0,40.0,35.0,45.0,35.0,25.0,15.0,20.0,15.0,15.0,20.0,15.0,35.0,45.0,85.0,90.0,80.0,70.0,45.0,45.0,20.0,15.0,15.0,40.0,40.0,55.0,65.0,70.0,60.0,55.0,30.0,20.0,20.0,15.0,35.0,20.0,20.0,30.0,25.0,35.0,30.0,30.0,15.0,15.0,5.0,15.0,25.0,35.0,35.0,50.0,65.0,75.0,85.0,80.0,60.0,55.0,45.0,35.0
Esposade (Metro),41.21552851043271,-8.656611204617613,52.0,70.0,41.0,23.0,23.0,47.0,47.0,47.0,41.0,29.0,29.0,41.0,35.0,35.0,35.0,23.0,35.0,29.0,29.0,41.0,47.0,52.0,41.0,47.0,23.0,11.0,5.0,11.0,17.0,17.0,35.0,41.0,47.0,47.0,41.0,47.0,23.0,23.0,23.0,41.0,41.0,47.0,23.0,35.0,23.0,23.0,29.0,29.0,35.0,41.0,35.0,47.0,41.0,58.0,47.0,41.0,23.0,17.0,17.0,29.0,58.0,52.0,47.0,41.0,35.0,58.0,70.0,64.0,52.0,47.0,41.0,35.0,23.0,23.0,11.0,11.0,29.0,35.0,52.0,58.0,58.0,47.0,64.0,64.0,76.0,52.0,41.0,35.0,41.0,52.0,52.0,41.0,17.0,17.0,23.0,41.0,35.0,41.0,41.0,41.0,23.0,5.0,11.0,41.0,70.0,100.0,94.0,64.0,41.0,41.0,58.0,76.0,82.0,58.0,52.0,23.0,17.0,11.0,17.0,29.0,29.0,17.0,23.0,35.0,52.0,52.0,47.0,35.0,11.0,17.0,17.0,23.0,29.0,17.0,29.0,35.0,29.0,23.0,23.0,29.0,23.0,29.0,29.0,35.0,11.0,11.0,11.0,11.0,17.0,17.0,35.0,47.0,52.0,47.0,58.0,41.0,35.0,17.0,29.0,35.0,41.0,35.0,52.0,29.0,23.0,17.0,23.0,23.0
Antero de Quental,41.223370489197634,-8.683354012880184,38.0,15.0,15.0,15.0,53.0,61.0,100.0,92.0,84.0,46.0,38.0,23.0,38.0,38.0,69.0,53.0,69.0,53.0,30.0,15.0,23.0,38.0,53.0,53.0,23.0,38.0,38.0,38.0,53.0,69.0,53.0,46.0,53.0,53.0,69.0,53.0,38.0,23.0,23.0,30.0,38.0,38.0,30.0,46.0,53.0,53.0,53.0,46.0,38.0,30.0,7.0,15.0,46.0,69.0,69.0,92.0,84.0,46.0,30.0,38.0,38.0,23.0,23.0,38.0,30.0,30.0,15.0,23.0,38.0,46.0,76.0,38.0,69.0,84.0,84.0,61.0,53.0,76.0,69.0,61.0,38.0,30.0,23.0,30.0,53.0,38.0,76.0,53.0,46.0,23.0,23.0,38.0,30.0,38.0,46.0,46.0,69.0,38.0,53.0,46.0,53.0,53.0,46.0,53.0,53.0,46.0,23.0,30.0,30.0,30.0,15.0,7.0,15.0,38.0,46.0,46.0,30.0,46.0,46.0,61.0,38.0,30.0,7.0,0.0,0.0,0.0,15.0,15.0,23.0,15.0,15.0,0.0,7.0,15.0,23.0,38.0,23.0,23.0,23.0,38.0,38.0,61.0,69.0,53.0,23.0,23.0,53.0,76.0,69.0,69.0,53.0,69.0,76.0,76.0,61.0,46.0,15.0,23.0,23.0,23.0,7.0,7.0,23.0,46.0,30.0,23.0,38.0,38.0
Rua Veloso Salgado,41.20343431963432,-8.68538159291792,42.0,21.0,14.0,14.0,35.0,50.0,64.0,57.0,42.0,14.0,14.0,21.0,21.0,21.0,21.0,14.0,14.0,35.0,50.0,71.0,71.0,57.0,64.0,64.0,21.0,21.0,21.0,28.0,42.0,35.0,35.0,28.0,28.0,28.0,28.0,14.0,21.0,28.0,28.0,21.0,21.0,35.0,57.0,50.0,42.0,35.0,28.0,14.0,35.0,14.0,21.0,28.0,35.0,21.0,14.0,21.0,21.0,21.0,35.0,35.0,21.0,21.0,21.0,28.0,28.0,21.0,42.0,42.0,71.0,100.0,85.0,71.0,50.0,35.0,50.0,57.0,57.0,50.0,64.0,57.0,64.0,64.0,50.0,42.0,21.0,7.0,14.0,21.0,28.0,35.0,64.0,42.0,28.0,21.0,35.0,50.0,71.0,71.0,78.0,78.0,64.0,50.0,42.0,42.0,71.0,57.0,71.0,35.0,50.0,35.0,57.0,64.0,78.0,42.0,57.0,35.0,28.0,42.0,57.0,85.0,57.0,71.0,71.0,71.0,42.0,42.0,50.0,42.0,28.0,14.0,7.0,14.0,42.0,57.0,57.0,42.0,35.0,21.0,42.0,50.0,64.0,50.0,50.0,64.0,21.0,50.0,50.0,50.0,50.0,50.0,42.0,21.0,14.0,0.0,0.0,0.0,14.0,28.0,42.0,78.0,92.0,71.0,57.0,42.0,28.0,28.0,21.0,14.0
Rua Veloso Salgado,41.20378179352149,-8.685636433701953,42.0,21.0,14.0,14.0,35.0,50.0,64.0,57.0,42.0,14.0,14.0,21.0,21.0,21.0,21.0,14.0,14.0,35.0,50.0,71.0,71.0,57.0,64.0,64.0,21.0,21.0,21.0,28.0,42.0,35.0,35.0,28.0,28.0,28.0,28.0,14.0,21.0,28.0,28.0,21.0,21.0,35.0,57.0,50.0,42.0,35.0,28.0,14.0,35.0,14.0,21.0,28.0,35.0,21.0,14.0,21.0,21.0,21.0,35.0,35.0,21.0,21.0,21.0,28.0,28.0,21.0,42.0,42.0,71.0,100.0,85.0,71.0,50.0,35.0,50.0,57.0,57.0,50.0,64.0,57.0,64.0,64.0,50.0,42.0,21.0,7.0,14.0,21.0,28.0,35.0,64.0,42.0,28.0,21.0,35.0,50.0,71.0,71.0,78.0,78.0,64.0,50.0,42.0,42.0,71.0,57.0,71.0,35.0,50.0,35.0,57.0,64.0,78.0,42.0,57.0,35.0,28.0,42.0,57.0,85.0,57.0,71.0,71.0,71.0,42.0,42.0,50.0,42.0,28.0,14.0,7.0,14.0,42.0,57.0,57.0,42.0,35.0,21.0,42.0,50.0,64.0,50.0,50.0,64.0,21.0,50.0,50.0,50.0,50.0,50.0,42.0,21.0,14.0,0.0,0.0,0.0,14.0,28.0,42.0,78.0,92.0,71.0,57.0,42.0,28.0,28.0,21.0,14.0
Monte Espinho,41.21162333364189,-8.695163938931014,13.0,8.0,30.0,43.0,43.0,43.0,30.0,17.0,8.0,17.0,17.0,30.0,39.0,39.0,30.0,47.0,69.0,82.0,60.0,47.0,39.0,26.0,26.0,17.0,43.0,30.0,17.0,21.0,8.0,8.0,17.0,43.0,47.0,60.0,52.0,60.0,47.0,47.0,47.0,47.0,65.0,52.0,60.0,82.0,100.0,73.0,52.0,43.0,21.0,21.0,21.0,26.0,43.0,43.0,30.0,34.0,34.0,30.0,39.0,39.0,47.0,43.0,30.0,39.0,30.0,43.0,30.0,43.0,52.0,39.0,34.0,26.0,39.0,30.0,34.0,30.0,26.0,43.0,52.0,60.0,39.0,39.0,39.0,52.0,34.0,30.0,21.0,21.0,21.0,30.0,47.0,47.0,34.0,39.0,30.0,30.0,26.0,30.0,26.0,43.0,34.0,30.0,21.0,17.0,21.0,34.0,21.0,30.0,26.0,34.0,21.0,39.0,47.0,69.0,100.0,82.0,60.0,21.0,21.0,21.0,43.0,39.0,39.0,34.0,39.0,39.0,43.0,39.0,43.0,39.0,30.0,26.0,21.0,13.0,13.0,30.0,47.0,69.0,65.0,56.0,43.0,30.0,26.0,30.0,26.0,26.0,17.0,8.0,21.0,30.0,30.0,34.0,30.0,39.0,21.0,17.0,8.0,21.0,30.0,47.0,26.0,26.0,21.0,30.0,17.0,17.0,21.0,13.0
Regedoura (Rotunda),41.20350090788903,-8.665057487514517,31.0,43.0,43.0,56.0,50.0,56.0,56.0,62.0,50.0,37.0,25.0,6.0,6.0,12.0,12.0,18.0,43.0,68.0,62.0,62.0,43.0,25.0,37.0,56.0,56.0,50.0,68.0,56.0,56.0,37.0,43.0,37.0,18.0,25.0,31.0,37.0,12.0,12.0,6.0,18.0,31.0,31.0,25.0,18.0,31.0,68.0,62.0,62.0,6.0,18.0,37.0,31.0,43.0,37.0,56.0,56.0,62.0,56.0,68.0,75.0,87.0,62.0,43.0,50.0,50.0,37.0,18.0,31.0,25.0,31.0,12.0,12.0,31.0,50.0,31.0,43.0,31.0,31.0,25.0,25.0,12.0,12.0,31.0,43.0,37.0,37.0,37.0,37.0,37.0,31.0,18.0,31.0,50.0,68.0,50.0,43.0,25.0,6.0,0.0,12.0,18.0,12.0,12.0,37.0,43.0,68.0,50.0,62.0,37.0,37.0,31.0,37.0,18.0,6.0,6.0,25.0,25.0,18.0,25.0,25.0,37.0,25.0,31.0,31.0,56.0,50.0,68.0,37.0,31.0,37.0,43.0,50.0,37.0,12.0,12.0,25.0,43.0,25.0,18.0,12.0,31.0,43.0,62.0,56.0,37.0,43.0,62.0,50.0,50.0,43.0,43.0,37.0,25.0,31.0,12.0,12.0,18.0,18.0,18.0,18.0,12.0,31.0,50.0,81.0,100.0,75.0,37.0,31.0
Regedoura (Rotunda),41.20367554007524,-8.665159844599083,52.0,47.0,29.0,29.0,17.0,23.0,35.0,35.0,41.0,35.0,47.0,35.0,35.0,23.0,11.0,11.0,23.0,23.0,29.0,29.0,47.0,64.0,82.0,58.0,76.0,52.0,11.0,11.0,35.0,41.0,35.0,23.0,23.0,29.0,35.0,29.0,17.0,5.0,11.0,23.0,23.0,35.0,23.0,23.0,23.0,52.0,64.0,100.0,41.0,23.0,5.0,11.0,11.0,11.0,17.0,23.0,29.0,35.0,47.0,47.0,70.0,41.0,35.0,29.0,17.0,11.0,11.0,11.0,0.0,0.0,5.0,17.0,35.0,41.0,29.0,41.0,23.0,17.0,29.0,47.0,58.0,35.0,41.0,41.0,35.0,23.0,29.0,35.0,35.0,47.0,47.0,47.0,41.0,35.0,41.0,29.0,11.0,23.0,35.0,41.0,47.0,52.0,35.0,35.0,41.0,35.0,41.0,35.0,47.0,35.0,47.0,41.0,35.0,47.0,35.0,41.0,11.0,11.0,17.0,17.0,11.0,29.0,52.0,64.0,52.0,41.0,23.0,11.0,17.0,17.0,29.0,35.0,29.0,29.0,23.0,35.0,47.0,58.0,52.0,41.0,23.0,29.0,29.0,23.0,41.0,58.0,64.0,70.0,64.0,58.0,47.0,23.0,29.0,29.0,35.0,41.0,52.0,64.0,52.0,47.0,47.0,64.0,35.0,23.0,5.0,5.0,5.0,29.0
Almeiriga,41.20836139545484,-8.696445531587761,25.0,25.0,29.0,37.0,30.0,26.0,24.0,33.0,37.0,48.0,52.0,52.0,42.0,43.0,38.0,39.0,46.0,58.0,62.0,57.0,34.0,30.0,28.0,28.0,20.0,16.0,19.0,21.0,17.0,11.0,11.0,15.0,15.0,16.0,11.0,15.0,20.0,33.0,47.0,65.0,85.0,100.0,97.0,76.0,44.0,37.0,32.0,25.0,24.0,26.0,24.0,24.0,25.0,26.0,25.0,26.0,25.0,17.0,17.0,21.0,38.0,42.0,52.0,69.0,82.0,85.0,78.0,71.0,43.0,26.0,19.0,21.0,19.0,21.0,24.0,25.0,26.0,20.0,19.0,17.0,26.0,30.0,32.0,34.0,33.0,35.0,39.0,55.0,74.0,79.0,85.0,78.0,50.0,32.0,23.0,20.0,20.0,21.0,19.0,21.0,16.0,20.0,16.0,19.0,17.0,15.0,12.0,14.0,24.0,37.0,47.0,64.0,70.0,83.0,82.0,70.0,42.0,24.0,21.0,20.0,26.0,24.0,23.0,26.0,24.0,21.0,16.0,12.0,15.0,17.0,20.0,17.0,20.0,26.0,30.0,46.0,62.0,74.0,74.0,67.0,37.0,28.0,25.0,25.0,16.0,21.0,28.0,26.0,26.0,25.0,20.0,21.0,24.0,30.0,34.0,33.0,28.0,29.0,34.0,47.0,51.0,62.0,66.0,65.0,39.0,23.0,15.0,14.0
R. Óscar Silva,41.20376309257647,-8.69740307471015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amorosa,41.20212388712556,-8.69681747300605,33.0,22.0,3.0,3.0,14.0,22.0,29.0,48.0,51.0,55.0,48.0,44.0,51.0,55.0,62.0,62.0,62.0,70.0,62.0,55.0,40.0,33.0,37.0,48.0,14.0,7.0,7.0,14.0,29.0,25.0,22.0,29.0,40.0,40.0,37.0,44.0,40.0,66.0,85.0,96.0,92.0,81.0,59.0,70.0,44.0,25.0,14.0,18.0,33.0,40.0,55.0,51.0,40.0,25.0,18.0,11.0,7.0,18.0,25.0,37.0,59.0,81.0,96.0,100.0,96.0,96.0,88.0,74.0,44.0,37.0,40.0,33.0,37.0,14.0,3.0,11.0,14.0,11.0,3.0,7.0,29.0,51.0,62.0,48.0,40.0,59.0,70.0,81.0,96.0,85.0,92.0,74.0,55.0,55.0,59.0,70.0,37.0,48.0,55.0,37.0,33.0,25.0,11.0,7.0,11.0,22.0,37.0,40.0,40.0,55.0,85.0,100.0,77.0,59.0,48.0,44.0,40.0,37.0,37.0,37.0,18.0,7.0,11.0,18.0,37.0,40.0,44.0,48.0,37.0,25.0,11.0,14.0,33.0,66.0,88.0,81.0,77.0,62.0,48.0,33.0,29.0,22.0,11.0,11.0,22.0,29.0,44.0,40.0,51.0,25.0,18.0,7.0,7.0,25.0,29.0,37.0,37.0,59.0,77.0,77.0,88.0,74.0,62.0,51.0,51.0,48.0,40.0,25.0
Moinhos,41.19390701050734,-8.618647356796501,18.0,31.0,50.0,50.0,43.0,31.0,50.0,68.0,68.0,31.0,25.0,18.0,12.0,12.0,12.0,31.0,56.0,75.0,75.0,62.0,56.0,43.0,31.0,25.0,43.0,68.0,62.0,50.0,18.0,18.0,37.0,43.0,31.0,18.0,37.0,37.0,43.0,68.0,75.0,87.0,100.0,68.0,43.0,43.0,31.0,37.0,31.0,43.0,25.0,25.0,6.0,12.0,18.0,12.0,25.0,31.0,37.0,37.0,31.0,18.0,37.0,37.0,37.0,25.0,25.0,6.0,6.0,0.0,6.0,18.0,37.0,25.0,25.0,31.0,43.0,37.0,50.0,56.0,62.0,43.0,12.0,12.0,18.0,37.0,37.0,50.0,43.0,56.0,37.0,50.0,37.0,37.0,31.0,18.0,6.0,6.0,25.0,31.0,25.0,37.0,31.0,18.0,12.0,25.0,37.0,31.0,25.0,12.0,12.0,31.0,25.0,50.0,37.0,37.0,31.0,43.0,50.0,56.0,56.0,31.0,56.0,43.0,43.0,31.0,31.0,50.0,37.0,25.0,18.0,12.0,12.0,18.0,12.0,31.0,50.0,50.0,50.0,37.0,43.0,43.0,62.0,43.0,31.0,37.0,31.0,18.0,18.0,37.0,62.0,62.0,62.0,37.0,25.0,18.0,18.0,31.0,25.0,25.0,31.0,43.0,43.0,43.0,25.0,18.0,31.0,43.0,56.0,50.0
Bairro da Seara,41.188751109923054,-8.672122183986183,25.0,25.0,33.0,33.0,41.0,58.0,66.0,75.0,50.0,58.0,41.0,25.0,16.0,0.0,8.0,16.0,25.0,16.0,25.0,16.0,16.0,33.0,50.0,41.0,58.0,33.0,25.0,33.0,66.0,58.0,33.0,25.0,8.0,16.0,33.0,58.0,50.0,33.0,41.0,33.0,25.0,33.0,33.0,50.0,41.0,50.0,66.0,58.0,91.0,66.0,66.0,66.0,50.0,33.0,16.0,16.0,50.0,50.0,50.0,50.0,58.0,33.0,58.0,41.0,50.0,58.0,75.0,66.0,41.0,33.0,50.0,83.0,75.0,58.0,50.0,25.0,41.0,41.0,50.0,41.0,50.0,33.0,16.0,16.0,16.0,25.0,33.0,50.0,58.0,58.0,41.0,33.0,41.0,83.0,66.0,66.0,25.0,41.0,41.0,41.0,25.0,16.0,41.0,75.0,100.0,75.0,50.0,25.0,8.0,0.0,16.0,41.0,58.0,75.0,83.0,66.0,66.0,58.0,33.0,25.0,33.0,16.0,25.0,33.0,58.0,58.0,83.0,75.0,66.0,41.0,25.0,33.0,33.0,8.0,8.0,16.0,33.0,50.0,75.0,83.0,58.0,33.0,33.0,25.0,41.0,33.0,50.0,33.0,33.0,25.0,16.0,16.0,16.0,16.0,33.0,50.0,66.0,58.0,75.0,50.0,50.0,25.0,33.0,33.0,50.0,66.0,58.0,41.0
Bairro da Seara,41.18866100022018,-8.672156107044582,25.0,25.0,33.0,33.0,41.0,58.0,66.0,75.0,50.0,58.0,41.0,25.0,16.0,0.0,8.0,16.0,25.0,16.0,25.0,16.0,16.0,33.0,50.0,41.0,58.0,33.0,25.0,33.0,66.0,58.0,33.0,25.0,8.0,16.0,33.0,58.0,50.0,33.0,41.0,33.0,25.0,33.0,33.0,50.0,41.0,50.0,66.0,58.0,91.0,66.0,66.0,66.0,50.0,33.0,16.0,16.0,50.0,50.0,50.0,50.0,58.0,33.0,58.0,41.0,50.0,58.0,75.0,66.0,41.0,33.0,50.0,83.0,75.0,58.0,50.0,25.0,41.0,41.0,50.0,41.0,50.0,33.0,16.0,16.0,16.0,25.0,33.0,50.0,58.0,58.0,41.0,33.0,41.0,83.0,66.0,66.0,25.0,41.0,41.0,41.0,25.0,16.0,41.0,75.0,100.0,75.0,50.0,25.0,8.0,0.0,16.0,41.0,58.0,75.0,83.0,66.0,66.0,58.0,33.0,25.0,33.0,16.0,25.0,33.0,58.0,58.0,83.0,75.0,66.0,41.0,25.0,33.0,33.0,8.0,8.0,16.0,33.0,50.0,75.0,83.0,58.0,33.0,33.0,25.0,41.0,33.0,50.0,33.0,33.0,25.0,16.0,16.0,16.0,16.0,33.0,50.0,66.0,58.0,75.0,50.0,50.0,25.0,33.0,33.0,50.0,66.0,58.0,41.0
Estádio do Mar,41.18283216817048,-8.669235407458565,29.0,23.0,23.0,41.0,41.0,29.0,41.0,41.0,35.0,17.0,17.0,11.0,5.0,23.0,23.0,17.0,17.0,17.0,29.0,41.0,58.0,52.0,47.0,41.0,35.0,41.0,41.0,35.0,23.0,11.0,17.0,41.0,41.0,58.0,76.0,100.0,76.0,64.0,23.0,29.0,29.0,35.0,29.0,41.0,23.0,23.0,29.0,35.0,41.0,41.0,35.0,35.0,35.0,41.0,41.0,47.0,35.0,29.0,41.0,23.0,17.0,29.0,29.0,35.0,17.0,11.0,23.0,35.0,17.0,11.0,17.0,29.0,41.0,52.0,52.0,35.0,35.0,17.0,17.0,35.0,41.0,52.0,52.0,41.0,17.0,5.0,23.0,23.0,11.0,11.0,11.0,17.0,11.0,29.0,29.0,35.0,23.0,17.0,23.0,17.0,17.0,23.0,35.0,35.0,35.0,23.0,35.0,23.0,35.0,41.0,23.0,5.0,11.0,23.0,35.0,17.0,11.0,11.0,17.0,23.0,23.0,11.0,17.0,23.0,17.0,17.0,29.0,35.0,29.0,23.0,17.0,5.0,0.0,5.0,11.0,23.0,29.0,47.0,58.0,41.0,29.0,17.0,17.0,11.0,52.0,52.0,64.0,35.0,35.0,23.0,17.0,17.0,23.0,41.0,23.0,17.0,23.0,35.0,52.0,76.0,58.0,29.0,11.0,17.0,41.0,58.0,52.0,41.0
Estádio do Mar,41.18290709188452,-8.66890301240454,76.0,70.0,58.0,47.0,35.0,29.0,29.0,47.0,35.0,41.0,17.0,17.0,29.0,35.0,29.0,29.0,29.0,35.0,41.0,52.0,76.0,64.0,88.0,82.0,52.0,41.0,29.0,17.0,11.0,17.0,17.0,17.0,17.0,11.0,5.0,11.0,17.0,47.0,52.0,82.0,82.0,100.0,70.0,70.0,52.0,41.0,47.0,41.0,23.0,17.0,5.0,5.0,5.0,23.0,41.0,64.0,82.0,88.0,47.0,23.0,23.0,23.0,17.0,23.0,29.0,35.0,35.0,11.0,11.0,0.0,0.0,5.0,41.0,35.0,23.0,35.0,47.0,35.0,23.0,17.0,17.0,35.0,35.0,35.0,29.0,35.0,17.0,29.0,29.0,41.0,47.0,58.0,47.0,58.0,58.0,64.0,47.0,29.0,35.0,52.0,82.0,58.0,52.0,47.0,41.0,41.0,35.0,52.0,64.0,52.0,52.0,47.0,58.0,41.0,29.0,35.0,64.0,47.0,29.0,29.0,47.0,58.0,88.0,64.0,58.0,35.0,41.0,29.0,23.0,29.0,23.0,23.0,11.0,5.0,5.0,11.0,23.0,23.0,35.0,41.0,35.0,29.0,17.0,23.0,29.0,23.0,35.0,47.0,41.0,35.0,29.0,35.0,29.0,29.0,29.0,23.0,29.0,23.0,29.0,23.0,35.0,35.0,29.0,35.0,23.0,5.0,11.0,17.0
Centro de Congressos,41.1854511323719,-8.666776947839805,35.0,28.0,28.0,28.0,50.0,57.0,50.0,42.0,21.0,28.0,64.0,78.0,78.0,64.0,50.0,50.0,35.0,21.0,21.0,35.0,71.0,78.0,71.0,42.0,100.0,85.0,85.0,71.0,50.0,50.0,35.0,42.0,42.0,28.0,7.0,7.0,28.0,28.0,35.0,28.0,42.0,64.0,100.0,71.0,42.0,35.0,64.0,64.0,28.0,28.0,42.0,57.0,50.0,42.0,42.0,28.0,28.0,21.0,35.0,28.0,14.0,21.0,50.0,85.0,71.0,57.0,57.0,28.0,21.0,14.0,21.0,28.0,35.0,14.0,7.0,35.0,64.0,50.0,21.0,14.0,14.0,35.0,28.0,35.0,35.0,57.0,42.0,35.0,14.0,14.0,21.0,28.0,50.0,42.0,57.0,64.0,28.0,57.0,50.0,57.0,50.0,42.0,42.0,28.0,28.0,21.0,28.0,21.0,28.0,21.0,28.0,35.0,50.0,42.0,42.0,35.0,42.0,21.0,28.0,35.0,64.0,64.0,64.0,50.0,42.0,42.0,71.0,71.0,78.0,64.0,57.0,42.0,64.0,64.0,85.0,92.0,64.0,50.0,42.0,21.0,35.0,35.0,57.0,50.0,35.0,35.0,21.0,21.0,50.0,64.0,57.0,42.0,35.0,21.0,28.0,21.0,28.0,42.0,71.0,64.0,50.0,42.0,42.0,42.0,35.0,35.0,57.0,57.0
Leixões Sport Clube,41.18238984322773,-8.666964635904506,81.0,100.0,75.0,62.0,43.0,37.0,31.0,12.0,18.0,12.0,37.0,25.0,25.0,25.0,37.0,37.0,31.0,25.0,25.0,25.0,43.0,31.0,43.0,50.0,56.0,68.0,62.0,68.0,75.0,62.0,37.0,18.0,18.0,18.0,18.0,31.0,56.0,68.0,43.0,50.0,62.0,68.0,56.0,31.0,18.0,25.0,31.0,50.0,12.0,18.0,12.0,12.0,31.0,31.0,25.0,25.0,12.0,18.0,37.0,25.0,12.0,6.0,12.0,37.0,37.0,50.0,25.0,37.0,25.0,31.0,18.0,6.0,37.0,25.0,37.0,25.0,37.0,25.0,25.0,18.0,31.0,25.0,37.0,43.0,37.0,56.0,50.0,43.0,25.0,31.0,31.0,31.0,43.0,56.0,56.0,31.0,43.0,43.0,18.0,37.0,56.0,81.0,62.0,50.0,50.0,37.0,31.0,37.0,31.0,31.0,25.0,25.0,12.0,18.0,31.0,31.0,31.0,37.0,25.0,43.0,68.0,37.0,37.0,43.0,56.0,62.0,37.0,37.0,50.0,62.0,56.0,18.0,12.0,25.0,50.0,43.0,31.0,31.0,50.0,62.0,93.0,87.0,75.0,62.0,37.0,25.0,18.0,25.0,25.0,31.0,25.0,31.0,31.0,37.0,43.0,43.0,56.0,31.0,43.0,37.0,37.0,12.0,12.0,18.0,37.0,37.0,43.0,31.0
