lat,lon,pop,pop_pct
41.27125017091499,-8.712917351815003,0.25411999225616455,1.459950073797629e-06
41.27125017091499,-8.712084018485005,0.09183000028133392,5.275744521211219e-07
41.27041683758499,-8.727917351755003,0.10709899663925171,6.152966819293397e-07
41.27041683758499,-8.727084018425003,0.5833749771118164,3.351559762474476e-06
41.27041683758499,-8.726250685095003,1.1142280101776123,6.4013746074979615e-06
41.27041683758499,-8.725417351765003,0.7158740162849426,4.112782759144183e-06
41.27041683758499,-8.724584018435003,0.3498310148715973,2.009821468370119e-06
41.27041683758499,-8.721250685115004,2.175290107727051,1.2497304620196878e-05
41.27041683758499,-8.720417351785004,4.468618869781494,2.5672755578138536e-05
41.27041683758499,-8.717084018465004,5.929511070251465,3.406575786398987e-05
41.27041683758499,-8.716250685135003,7.625814914703369,4.381122850131901e-05
41.27041683758499,-8.715417351805003,8.693625450134277,4.994592910540508e-05
41.27041683758499,-8.713750685145003,3.36578106880188,1.9336819099343273e-05
41.27041683758499,-8.712917351815003,0.3575969934463501,2.0544379540415495e-06
41.27041683758499,-8.712084018485005,0.3437019884586334,1.9746094707446266e-06
41.27041683758499,-8.711250685155004,0.2778550088405609,1.5963106131881965e-06
41.27041683758499,-8.710417351825004,0.1704690009355545,9.79365016842879e-07
41.26958350425499,-8.726250685095003,0.26009801030158997,1.4942945100975661e-06
41.26958350425499,-8.725417351765003,0.46497398614883423,2.6713317569586094e-06
41.26958350425499,-8.724584018435003,0.33131998777389526,1.9034733800618311e-06
41.26958350425499,-8.723750685105003,0.000295000005280599,1.6948106902410142e-09
41.26958350425499,-8.722917351775004,0.3209429979324341,1.8438563190414346e-06
41.26958350425499,-8.722084018445004,1.8911499977111816,1.0864885341007042e-05
41.26958350425499,-8.721250685115004,1.6935080289840698,9.72940833950538e-06
41.26958350425499,-8.720417351785004,0.6683340072631836,3.839659660629005e-06
41.26958350425499,-8.719584018455004,1.5103269815444946,8.677011078851649e-06
41.26958350425499,-8.716250685135003,1.5751570463180542,9.04946763770064e-06
41.26958350425499,-8.715417351805003,2.058466911315918,1.1826141235106814e-05
41.26958350425499,-8.714584018475003,1.9400060176849365,1.1145569081522195e-05
41.26958350425499,-8.713750685145003,0.7716630101203918,4.433297272559779e-06
41.26958350425499,-8.712917351815003,0.3629719913005829,2.0853179664493844e-06
41.26958350425499,-8.712084018485005,0.465023010969162,2.671613410477563e-06
41.26958350425499,-8.711250685155004,0.7152739763259888,4.109335457046546e-06
41.26958350425499,-8.710417351825004,0.5421839952468872,3.1149125924522148e-06
41.26958350425499,-8.709584018495004,0.3618150055408478,2.0786709434020775e-06
41.26958350425499,-8.708750685165004,0.19489000737667084,1.119666650883462e-06
41.26875017092499,-8.727084018425003,0.9699079990386963,5.572238697953545e-06
41.26875017092499,-8.726250685095003,3.0931549072265625,1.7770548845762333e-05
41.26875017092499,-8.725417351765003,6.642007827758789,3.815913786321013e-05
41.26875017092499,-8.724584018435003,6.765655994415283,3.886951152736921e-05
41.26875017092499,-8.723750685105003,3.285339117050171,1.887467036262386e-05
41.26875017092499,-8.722917351775004,1.1154789924621582,6.408561651942703e-06
41.26875017092499,-8.722084018445004,0.29056501388549805,1.6693311285698392e-06
41.26875017092499,-8.721250685115004,1.8881429433822632,1.0847609450391586e-05
41.26875017092499,-8.720417351785004,3.241020917892456,1.8620056951233305e-05
41.26875017092499,-8.719584018455004,2.3830080032348633,1.3690669039042055e-05
41.26875017092499,-8.718750685125004,0.6722779870033264,3.862318300988451e-06
41.26875017092499,-8.717917351795004,0.6093360185623169,3.500709083804986e-06
41.26875017092499,-8.717084018465004,0.45309001207351685,2.603056889348905e-06
41.26875017092499,-8.716250685135003,0.2902590036392212,1.6675730627141454e-06
41.26875017092499,-8.715417351805003,1.499068021774292,8.6123269939772e-06
41.26875017092499,-8.714584018475003,2.9398460388183594,1.688977086462355e-05
41.26875017092499,-8.713750685145003,5.275394916534424,3.0307781490652216e-05
41.26875017092499,-8.712917351815003,3.9461610317230225,2.267117214325193e-05
41.26875017092499,-8.712084018485005,2.0728390216827393,1.1908710746479681e-05
41.26875017092499,-8.711250685155004,2.1509759426116943,1.2357616802487875e-05
41.26875017092499,-8.710417351825004,1.8210639953613281,1.0462232785439104e-05
41.26875017092499,-8.709584018495004,0.5363690257072449,3.0815048895274723e-06
41.26875017092499,-8.708750685165004,0.2147739976644516,1.233902578683954e-06
41.26791683759499,-8.727084018425003,3.177356004714966,1.8254294329148454e-05
41.26791683759499,-8.726250685095003,8.67147159576416,4.981865253406806e-05
41.26791683759499,-8.725417351765003,9.989182472229004,5.738906080560428e-05
41.26791683759499,-8.724584018435003,10.790477752685547,6.199259905322456e-05
41.26791683759499,-8.723750685105003,9.151956558227539,5.25790967249365e-05
41.26791683759499,-8.722917351775004,5.779506206512451,3.320396178906707e-05
41.26791683759499,-8.722084018445004,3.0294179916381836,1.7404372561123202e-05
41.26791683759499,-8.721250685115004,6.9283881187438965,3.9804427252863616e-05
41.26791683759499,-8.720417351785004,8.414572715759277,4.834273741423924e-05
41.26791683759499,-8.719584018455004,8.730308532714844,5.015667784911918e-05
41.26791683759499,-8.718750685125004,6.383845806121826,3.667596584201515e-05
41.26791683759499,-8.717917351795004,4.435729026794434,2.5483799454419833e-05
41.26791683759499,-8.717084018465004,2.600292921066284,1.493899715760786e-05
41.26791683759499,-8.716250685135003,2.5692811012268066,1.4760830503889392e-05
41.26791683759499,-8.715417351805003,4.320645809173584,2.482263245781037e-05
41.26791683759499,-8.714584018475003,7.958330154418945,4.572156874826909e-05
