lat,lon,school,hospital,clinic,pharmacy,supermarket,bakery,cafe,restaurant,park,transport
41.17955440998946,-8.663842556910815,7,3,5,3,12,2,24,49,704,159
41.17955092407254,-8.662650297135771,7,3,4,3,13,2,24,51,737,156
41.17954742581428,-8.661458037570446,9,3,5,3,13,2,24,52,747,157
41.17954391521469,-8.660265778215583,9,2,5,3,12,1,20,55,734,171
41.17954039227376,-8.659073519071923,11,3,5,3,11,3,19,57,673,162
41.17953685699153,-8.657881260140206,12,3,5,5,10,3,20,58,626,168
41.17953330936799,-8.656689001421173,11,3,5,6,10,2,19,59,547,153
41.17952974940314,-8.655496742915563,12,2,5,6,9,2,20,61,477,147
41.17952617709699,-8.654304484624122,11,1,5,6,9,2,20,62,393,140
41.17952259244955,-8.65311222654759,10,1,5,6,7,2,21,59,332,128
41.179518995460825,-8.651919968686705,10,1,5,6,7,2,18,60,294,130
41.17945976523168,-8.632843872845559,4,0,1,2,4,4,12,12,72,84
41.17945595844213,-8.631651618764097,4,0,1,2,4,4,12,10,66,88
41.179452139311365,-8.630459364911623,4,0,1,2,4,4,11,10,61,86
41.18058451091916,-8.711529158933779,0,0,0,0,0,0,0,0,0,0
41.18055403200251,-8.699606328211916,1,0,3,1,2,9,26,87,129,41
41.18055091623026,-8.69841404615465,6,0,4,2,3,10,36,98,197,49
41.18054778811612,-8.697221764284878,7,0,6,3,4,15,47,118,262,63
41.18054464766007,-8.696029482603343,10,0,9,4,4,15,57,125,328,76
41.180541494862126,-8.694837201110786,12,0,10,5,5,16,59,135,355,89
41.18053832972231,-8.693644919807948,15,0,11,5,5,16,66,147,370,101
41.180535152240616,-8.69245263869557,16,0,12,6,6,16,75,160,391,106
41.18053196241704,-8.691260357774395,16,0,14,7,7,17,81,166,399,116
41.18052876025159,-8.690068077045161,16,0,16,7,8,18,86,173,421,128
41.18052554574429,-8.688875796508611,16,0,18,8,9,17,87,164,436,130
41.18052231889512,-8.687683516165487,18,0,19,7,9,16,86,150,458,138
41.180519079704105,-8.68649123601653,19,0,20,7,10,13,87,144,476,136
41.18051582817125,-8.685298956062478,20,0,21,7,11,11,83,131,476,150
41.18051256429656,-8.684106676304076,20,0,22,7,11,10,80,115,464,154
41.180509288080025,-8.682914396742063,19,0,20,8,12,6,73,96,409,152
41.18050599952167,-8.68172211737718,17,0,17,8,12,5,57,81,353,158
41.18050269862148,-8.680529838210171,13,0,17,7,10,4,51,65,308,160
41.18049938537949,-8.679337559241775,8,0,16,5,9,2,41,50,247,154
41.180496059795686,-8.678145280472734,7,0,11,5,10,2,36,37,192,160
41.18049272187007,-8.676953001903787,7,0,10,5,10,2,30,32,187,158
41.18048937160267,-8.675760723535676,8,1,10,5,10,2,31,20,172,173
41.18048600899346,-8.674568445369145,8,1,9,3,8,3,28,16,176,170
41.18048263404247,-8.673376167404934,8,2,8,3,6,3,22,11,181,164
41.180479246749705,-8.672183889643781,8,2,7,3,6,2,19,7,206,149
41.18047584711516,-8.670991612086429,8,3,5,2,7,2,19,5,249,146
41.18047243513885,-8.669799334733622,8,3,4,1,8,2,16,4,285,150
41.18046901082077,-8.668607057586096,7,3,5,1,8,2,10,3,358,159
41.18046557416095,-8.667414780644599,6,3,6,2,7,3,14,5,423,169
41.18046212515937,-8.666222503909864,6,3,6,1,9,3,17,5,497,175
41.18045866381605,-8.665030227382639,6,3,6,2,9,3,21,5,550,173
41.180455190131,-8.66383795106366,7,3,4,3,10,3,25,48,578,149
41.18045170410421,-8.662645674953673,7,3,4,3,12,3,24,52,580,148
41.18044820573569,-8.661453399053416,9,2,4,3,12,3,23,54,568,150
41.18044469502546,-8.66026112336363,9,2,4,4,11,2,21,56,550,159
41.18044117197351,-8.65906884788506,10,3,4,4,10,1,24,56,501,163
41.18043763657987,-8.657876572618441,11,3,6,4,10,1,25,58,434,169
41.180434088844514,-8.656684297564519,10,2,6,6,10,1,22,57,383,155
41.18043052876746,-8.655492022724033,11,2,5,6,10,0,21,58,309,147
41.18042695634873,-8.654299748097726,12,2,5,6,10,0,20,60,265,148
41.18042337158832,-8.653107473686338,11,1,5,6,9,0,21,59,222,140
41.18041977448623,-8.65191519949061,10,1,4,6,7,0,20,59,201,134
41.18041616504247,-8.650722925511282,11,1,3,6,7,0,18,58,179,136
41.1803643369584,-8.634031112937876,4,0,1,1,4,3,11,12,78,76
41.1803605423904,-8.632838842293506,4,0,1,2,4,4,11,12,75,80
41.18035673548085,-8.631646571877393,4,0,1,2,4,4,12,12,68,88
41.180352916229744,-8.630454301690285,4,0,1,2,4,4,12,10,65,90
41.18034908463708,-8.629262031732916,3,0,1,2,4,4,12,10,62,86
41.18034524070288,-8.628069762006033,4,0,1,2,4,4,11,10,62,88
41.18034138442715,-8.62687749251037,4,0,1,2,4,4,10,10,62,80
41.18033751580989,-8.625685223246675,4,0,1,2,4,4,10,9,58,82
41.1803336348511,-8.624492954215688,4,0,1,2,4,3,10,8,52,78
41.1803297415508,-8.623300685418146,5,0,1,3,5,3,10,8,46,78
41.18032583590901,-8.622108416854793,4,0,1,3,5,4,10,9,31,90
41.18148529499457,-8.711525206313512,0,0,0,0,0,0,0,0,0,0
41.1814579186455,-8.700794510811212,2,0,3,1,1,7,21,84,100,31
41.18145481511734,-8.699602212231188,2,0,3,1,3,10,29,96,146,47
41.18145169924691,-8.698409913837926,7,0,5,2,3,13,43,106,217,64
41.181448571034174,-8.697217615632171,7,0,6,3,4,15,47,119,296,89
41.18144543047916,-8.696025317614662,10,0,9,4,4,16,54,125,342,95
41.18144227758185,-8.694833019786143,13,0,9,5,4,16,59,130,351,99
41.18143911234228,-8.69364072214735,16,0,11,5,5,16,62,143,363,100
41.18143593476044,-8.692448424699029,16,0,13,6,6,16,77,155,375,112
41.18143274483633,-8.69125612744192,16,0,14,7,7,17,81,160,399,122
41.18142954256997,-8.69006383037676,16,0,17,7,8,17,85,167,422,146
41.18142632796136,-8.688871533504296,17,0,17,8,10,17,87,169,439,150
41.18142310101049,-8.687679236825268,18,0,18,8,10,16,87,157,458,150
41.181419861717394,-8.686486940340414,19,0,17,7,10,15,86,142,468,154
41.18141661008206,-8.68529464405048,20,0,17,8,10,10,84,129,475,162
41.1814133461045,-8.684102347956202,18,0,17,8,13,10,77,110,463,164
41.18141006978472,-8.682910052058327,18,0,16,8,11,9,73,88,404,166
41.18140678112271,-8.68171775635759,18,0,16,7,10,5,58,81,349,160
41.1814034801185,-8.680525460854737,16,0,15,6,10,4,51,62,299,148
41.181400166772086,-8.679333165550508,10,0,12,5,9,3,42,47,238,158
41.18139684108348,-8.678140870445644,7,0,10,5,9,3,35,36,195,150
41.18139350305266,-8.676948575540884,7,0,8,5,9,2,31,30,174,162
41.18139015267968,-8.675756280836973,8,0,8,5,9,2,29,22,161,168
41.18138678996449,-8.674563986334649,8,1,9,4,8,3,25,15,153,172
41.18138341490714,-8.673371692034655,8,2,9,3,7,3,22,10,151,160
41.18138002750762,-8.672179397937732,8,3,6,3,7,2,17,7,152,151
41.181376627765935,-8.670987104044622,9,3,5,2,6,2,17,5,184,153
41.18137321568208,-8.669794810356064,7,3,5,1,8,3,14,3,195,153
41.181369791256095,-8.668602516872802,7,3,5,1,8,3,13,4,225,162
41.18136635448797,-8.667410223595574,6,3,6,2,9,3,14,5,283,165
41.18136290537768,-8.666217930525123,6,3,6,1,10,3,17,4,347,173
41.18135944392528,-8.66502563766219,6,3,5,2,9,3,20,6,418,170
41.181355970130745,-8.663833345007518,6,3,4,3,10,4,25,37,451,162
41.1813524839941,-8.662641052561845,6,2,3,3,11,4,24,53,450,145
41.18134898551532,-8.661448760325912,9,2,4,3,10,4,22,54,439,166
41.181345474694446,-8.660256468300465,11,3,4,4,10,3,24,56,402,163
41.181341951531465,-8.659064176486243,10,3,4,5,10,3,26,56,346,159
41.18133841602639,-8.657871884883983,11,3,4,5,10,2,25,57,295,174
41.18133486817924,-8.656679593494431,11,2,5,6,10,2,23,57,246,161
41.18133130798999,-8.655487302318326,10,2,5,6,10,0,21,57,203,158
41.181327735458666,-8.65429501135641,11,2,4,6,10,0,20,56,188,163
41.18132415058527,-8.653102720609425,11,1,4,6,10,0,21,57,169,145
41.181320553369815,-8.651910430078111,11,1,3,6,8,0,22,58,156,142
41.18131694381231,-8.65071813976321,12,1,4,6,7,0,20,58,139,128
41.18131332191275,-8.649525849665462,11,1,4,5,8,0,20,55,128,132
41.18126889644045,-8.635218385700265,4,0,1,1,3,3,10,12,82,74
41.18126511409484,-8.634026098492964,4,0,1,1,3,3,10,11,76,74
41.18126131940724,-8.63283381151319,5,0,1,1,4,4,11,12,69,80
41.18125751237772,-8.631641524761692,5,0,1,2,4,4,12,12,67,86
41.18125369300624,-8.630449238239203,4,0,1,2,4,4,12,10,64,92
41.18124986129283,-8.62925695194647,4,0,1,2,4,4,12,10,64,90
41.18124601723748,-8.628064665884231,4,0,1,2,4,4,11,10,62,82
41.18124216084022,-8.626872380053229,5,0,1,2,4,4,10,10,60,90
41.18123829210104,-8.625680094454204,5,0,1,2,4,3,10,10,56,80
41.18123441101993,-8.624487809087897,5,0,1,2,6,3,10,8,51,76
41.181230517596944,-8.623295523955052,4,0,1,3,4,3,10,8,38,70
41.18122661183204,-8.622103239056406,4,0,1,4,5,4,10,9,23,85
41.18122269372525,-8.620910954392702,7,0,0,4,5,4,9,9,17,86
41.18238607892832,-8.71152125351389,0,0,0,0,0,0,0,0,0,0
41.18236179299972,-8.701982726083266,1,0,2,2,0,4,12,77,64,31
41.18235870171646,-8.700790410980463,2,0,3,2,1,8,21,89,111,42
41.1823555980905,-8.699598096063694,2,0,3,2,3,12,31,102,170,67
41.18235248212186,-8.6984057813337,7,0,5,3,3,13,40,110,234,79
41.18234935381053,-8.69721346679122,8,0,7,3,4,15,48,119,303,87
41.182346213156535,-8.696021152436996,11,0,10,3,4,16,53,120,342,97
41.18234306015987,-8.69482883827177,14,0,10,4,4,16,55,129,345,100
41.18233989482054,-8.693636524296283,14,0,10,5,4,16,68,140,360,106
41.18233671713856,-8.692444210511276,14,0,12,6,4,16,70,149,375,118
41.18233352711392,-8.691251896917489,14,0,12,7,7,17,80,156,404,128
41.18233032474664,-8.690059583515664,15,0,15,7,7,17,83,160,417,156
41.1823271100367,-8.688867270306545,17,0,16,7,10,17,86,163,435,166
41.18232388298415,-8.687674957290872,18,0,18,8,10,17,87,163,461,172
41.18232064358895,-8.686482644469383,17,0,18,8,10,15,86,140,475,162
41.18231739185115,-8.685290331842822,17,0,17,9,11,14,79,124,472,164
41.18231412777072,-8.68409801941193,18,0,16,9,11,10,73,108,454,164
41.18231085134768,-8.682905707177447,18,0,15,7,10,9,69,86,404,164
41.18230756258203,-8.681713395140118,17,0,15,6,9,6,57,77,353,176
41.18230426147379,-8.680521083300679,15,0,14,6,9,4,51,61,304,160
41.18230094802296,-8.679328771659875,11,0,12,5,8,5,43,43,244,146
41.18229762222953,-8.678136460218447,8,0,10,5,8,3,32,33,188,154
41.18229428409351,-8.676944148977134,7,0,7,5,8,2,31,30,160,154
41.18229093361493,-8.675751837936678,8,0,8,5,8,2,29,21,152,164
41.182287570793775,-8.674559527097822,8,0,7,4,7,3,23,14,154,174
41.18228419563005,-8.673367216461306,8,1,6,3,7,3,22,9,142,162
41.18228080812377,-8.672174906027873,8,3,4,3,7,2,17,6,133,161
41.18227740827495,-8.670982595798261,9,3,3,2,8,3,15,4,134,153
41.18227399608356,-8.669790285773214,7,3,4,1,8,3,12,3,135,151
41.18227057154965,-8.66859797595347,6,3,4,1,7,3,14,3,144,163
41.1822671346732,-8.667405666339773,6,3,5,2,9,3,15,6,154,158
41.182263685454224,-8.666213356932865,6,3,5,1,8,4,16,6,198,165
41.182260223892726,-8.665021047733484,6,3,4,1,8,4,20,7,233,158
41.18225674998872,-8.663828738742374,6,2,3,4,9,4,22,27,272,149
41.18225326374218,-8.662636429960274,7,2,3,4,9,4,23,52,308,147
41.182249765153166,-8.661444121387929,10,2,4,5,10,4,26,52,297,159
41.182246254221646,-8.660251813026077,10,3,4,6,10,3,26,56,267,160
41.18224273094763,-8.65905950487546,10,3,4,5,10,3,26,56,229,167
41.18223919533114,-8.657867196936818,11,2,4,5,10,3,25,56,197,165
41.18223564737216,-8.656674889210894,11,2,5,6,10,1,23,57,171,150
41.1822320870707,-8.655482581698429,10,2,6,6,10,1,24,57,145,159
41.1822285144268,-8.654290274400166,10,2,5,6,9,0,22,57,140,153
41.18222492944042,-8.653097967316842,12,1,4,6,10,0,22,57,125,156
41.1822213321116,-8.6519056604492,12,1,5,6,8,0,24,59,111,150
41.182217722440335,-8.650713353797984,11,1,5,6,8,0,25,59,106,144
41.18221410042663,-8.649521047363931,11,1,6,5,9,0,25,58,110,140
41.18221046607049,-8.648328741147786,11,1,6,4,7,0,22,59,112,136
41.18220681937192,-8.647136435150287,10,1,5,4,6,0,18,58,109,114
41.18217720145681,-8.63759799513055,4,0,1,1,5,3,11,11,104,82
41.1821734436767,-8.636405691134232,2,0,1,1,4,3,12,10,92,80
41.18216967355423,-8.635213387363976,3,0,1,1,4,3,10,12,77,78
41.18216589108941,-8.63402108382052,5,0,1,1,3,3,9,11,74,72
41.18216209628223,-8.632828780504605,5,0,1,1,3,3,10,11,70,78
41.18215828913272,-8.631636477416974,5,0,1,2,4,4,10,11,64,84
41.18215446964088,-8.630444174558368,4,0,1,2,4,4,12,12,64,86
41.1821506378067,-8.629251871929528,4,0,1,2,4,4,11,10,63,92
41.1821467936302,-8.628059569531194,4,0,1,2,4,4,11,10,61,86
41.1821429371114,-8.62686726736411,4,0,1,2,4,4,11,10,57,82
41.18213906825029,-8.625674965429013,5,0,1,2,4,3,10,9,54,82
