lat,lon,school,hospital,clinic,pharmacy,supermarket,bakery,cafe,restaurant,park,transport
41.19136652463292,-8.700749402439602,7,0,1,3,3,5,12,48,83,104
41.1913634200287,-8.699556924114615,7,0,1,4,5,8,16,57,92,108
41.19136030307793,-8.698364445976498,7,0,2,4,5,10,16,64,106,114
41.19135717378057,-8.697171968025994,7,0,3,5,5,10,16,65,124,121
41.19135403213665,-8.695979490263843,7,0,2,5,5,10,16,64,140,115
41.19135087814618,-8.694787012690787,5,0,2,5,6,12,15,60,148,111
41.19134771180915,-8.693594535307568,7,0,3,5,6,11,21,56,161,123
41.19134453312557,-8.692402058114931,6,0,3,4,6,10,20,41,176,117
41.19134134209546,-8.691209581113611,6,0,3,3,5,8,20,31,197,111
41.1913381387188,-8.690017104304355,5,0,3,3,5,7,19,22,202,103
41.19133492299561,-8.688824627687902,4,0,3,3,3,7,16,16,182,85
41.1913316949259,-8.687632151264994,4,0,3,1,3,4,17,17,160,79
41.19132845450967,-8.686439675036375,4,0,3,1,2,4,15,14,131,83
41.19132520174693,-8.685247199002784,4,0,2,1,1,1,11,12,96,74
41.19132193663767,-8.684054723164964,4,0,2,2,2,0,9,8,69,81
41.19131865918192,-8.682862247523653,4,0,2,1,2,0,8,5,64,85
41.19131536937967,-8.681669772079598,4,0,1,1,2,0,5,2,68,80
41.19131206723093,-8.680477296833539,2,0,1,1,2,0,4,2,74,90
41.19130875273571,-8.679284821786217,1,0,1,1,2,0,1,2,69,90
41.191305425894015,-8.678092346938373,1,0,1,1,2,0,2,0,68,90
41.19130208670584,-8.676899872290747,2,0,1,1,3,0,3,1,43,96
41.1912987351712,-8.675707397844086,2,0,1,1,2,0,3,1,39,90
41.191295371290096,-8.674514923599126,3,0,1,1,2,0,3,2,38,102
41.19129199506254,-8.673322449556613,3,0,0,1,2,0,3,2,38,108
41.19128860648854,-8.672129975717285,4,0,0,1,2,0,4,2,35,114
41.1912852055681,-8.670937502081888,4,0,0,0,1,1,6,2,35,114
41.19128179230121,-8.669745028651159,4,0,0,1,1,1,7,2,37,136
41.191278366687904,-8.668552555425842,5,0,1,1,2,2,9,3,43,150
41.19127492872818,-8.66736008240668,5,0,1,1,3,2,11,4,49,157
41.19127147842202,-8.66616760959441,6,0,2,1,3,2,9,4,49,146
41.191268015769445,-8.664975136989778,8,0,2,1,5,2,10,4,50,140
41.19126454077048,-8.663782664593523,7,0,2,1,5,2,9,5,45,156
41.19126105342512,-8.66259019240639,7,0,2,1,5,2,9,6,48,154
41.191257553733344,-8.661397720429116,7,0,2,1,4,3,15,6,49,164
41.1912540416952,-8.660205248662447,9,0,3,2,4,3,16,7,48,168
41.19125051731067,-8.659012777107122,8,0,3,3,3,3,18,7,46,156
41.19124698057976,-8.657820305763885,7,0,3,3,3,3,18,6,46,130
41.191243431502485,-8.656627834633474,7,0,3,3,3,3,18,6,41,128
41.19123987007886,-8.655435363716633,7,0,2,3,3,2,17,5,37,126
41.19123629630887,-8.654242893014102,7,0,2,3,3,2,17,5,31,118
41.19123271019252,-8.653050422526624,5,0,4,3,2,2,16,5,29,108
41.19122911172985,-8.651857952254941,6,0,4,2,2,1,14,4,27,104
41.19122550092083,-8.650665482199795,7,0,4,2,3,1,13,4,25,90
41.191221877765486,-8.649473012361925,7,0,4,2,3,1,14,3,25,106
41.19121824226382,-8.648280542742075,6,0,4,2,4,1,13,4,28,116
41.19121459441583,-8.647088073340987,4,0,3,1,4,1,11,4,31,108
41.19121093422154,-8.645895604159401,4,0,3,1,5,1,10,4,32,87
41.19120726168094,-8.644703135198057,5,0,3,0,6,3,11,4,34,90
41.191203576794045,-8.6435106664577,5,0,4,0,6,3,12,5,32,104
41.191199879560855,-8.64231819793907,4,0,3,1,5,2,10,4,32,100
41.19119616998138,-8.64112572964291,4,0,3,1,6,2,9,6,40,104
41.19119244805564,-8.639933261569961,4,0,3,1,6,2,10,6,46,108
41.19118871378362,-8.638740793720965,5,0,3,1,6,2,9,5,49,102
41.19118496716533,-8.63754832609666,4,0,2,1,6,2,8,6,49,104
41.1911812082008,-8.63635585869779,4,0,2,1,7,2,6,6,47,101
41.19117743689,-8.635163391525099,4,0,1,1,6,2,6,6,47,99
41.191173653232966,-8.633970924579327,4,0,1,1,6,2,6,6,49,95
41.191169857229696,-8.632778457861214,4,0,1,1,5,2,5,6,49,91
41.1911660488802,-8.631585991371503,4,0,1,1,4,1,5,6,46,79
41.19116222818446,-8.630393525110936,4,0,1,1,4,1,5,5,44,71
41.19115839514252,-8.629201059080252,4,0,1,1,4,1,5,5,35,67
41.19115454975438,-8.628008593280196,4,0,1,1,3,1,4,5,32,63
41.19115069202002,-8.626816127711509,4,0,2,2,2,1,3,4,24,65
41.19114682193946,-8.625623662374931,3,0,1,2,1,0,3,3,16,61
41.19114293951272,-8.624431197271203,3,0,1,2,0,0,1,3,16,52
41.1911390447398,-8.62323873240107,3,0,1,1,0,1,2,2,14,42
41.1911351376207,-8.622046267765272,5,0,1,1,0,1,2,2,8,54
41.19113121815544,-8.62085380336455,5,0,1,1,0,1,3,3,5,71
41.19112728634401,-8.619661339199645,3,0,1,3,2,2,3,5,10,71
41.19112334218643,-8.618468875271299,3,0,1,3,3,2,4,5,15,77
41.1911193856827,-8.617276411580255,4,0,1,3,3,2,4,7,17,90
41.19111541683283,-8.616083948127253,4,0,2,3,3,2,4,7,18,90
41.19111143563683,-8.614891484913034,6,0,3,3,3,2,4,8,19,95
41.19110744209469,-8.613699021938343,7,0,3,3,4,2,4,8,19,95
41.19110343620645,-8.612506559203918,7,0,3,4,4,2,4,9,18,112
41.19109941797209,-8.611314096710503,7,0,3,4,4,2,4,10,18,112
41.19109538739162,-8.610121634458839,7,0,3,4,4,2,4,11,17,117
41.19109134446505,-8.608929172449665,9,0,4,5,4,2,4,13,18,115
41.19108728919241,-8.607736710683726,9,0,3,4,4,2,2,12,17,119
41.19108322157368,-8.606544249161761,8,0,2,4,5,1,1,13,16,111
41.19107914160887,-8.605351787884516,7,0,2,4,5,1,2,14,11,105
41.19107504929798,-8.604159326852727,6,0,2,3,6,1,4,17,12,106
41.19107094464104,-8.602966866067138,6,0,2,3,5,2,4,16,12,96
41.191066827638046,-8.601774405528491,6,0,2,1,3,2,4,15,14,88
41.19106269828901,-8.600581945237527,4,0,2,1,1,2,2,11,15,85
41.19105855659392,-8.599389485194989,2,0,2,1,1,2,1,8,13,77
41.191054402552815,-8.598197025401616,2,0,0,1,1,0,0,3,13,83
41.19105023616567,-8.597004565858152,2,0,0,1,1,0,0,3,16,87
41.19104605743252,-8.595812106565337,3,0,0,1,1,0,0,1,15,75
41.19228264445079,-8.706707776688654,6,0,0,2,3,3,7,28,43,60
41.192279601483655,-8.705515281095488,6,0,1,3,3,3,6,32,57,80
41.19227654616952,-8.704322785685497,6,0,1,3,3,3,7,32,65,86
41.192273478508405,-8.703130290459418,6,0,1,3,3,3,7,30,72,90
41.19227039850031,-8.701937795417994,7,0,2,3,3,4,8,33,74,90
41.19226730614523,-8.700745300561968,7,0,2,3,3,4,8,34,77,98
41.19226420144319,-8.699552805892079,7,0,2,3,4,5,12,36,84,114
41.192261084394175,-8.698360311409072,7,0,2,3,5,7,15,48,93,125
41.19225795499821,-8.697167817113685,7,0,3,4,5,8,16,47,100,132
41.19225481325528,-8.695975323006664,6,0,3,5,5,9,16,46,103,132
41.19225165916541,-8.694782829088748,5,0,3,5,5,9,14,41,105,115
41.1922484927286,-8.693590335360676,5,0,3,5,5,9,12,29,114,114
41.19224531394484,-8.692397841823198,4,0,2,4,4,9,14,21,127,111
41.19224212281416,-8.691205348477046,5,0,2,3,4,9,14,17,128,103
41.19223891933655,-8.690012855322967,5,0,2,2,4,6,14,16,135,101
41.192235703512026,-8.688820362361703,5,0,2,2,3,4,12,15,127,88
41.19223247534058,-8.687627869593996,4,0,2,1,3,2,10,13,104,84
41.19222923482223,-8.686435377020583,4,0,1,1,1,1,9,6,76,76
41.19222598195698,-8.68524288464221,4,0,2,1,1,0,7,5,54,61
41.19222271674484,-8.68405039245962,3,0,2,0,0,0,7,3,51,65
41.1922194391858,-8.682857900473548,2,0,1,0,0,0,6,1,64,71
41.192216149279865,-8.681665408684744,1,0,1,1,1,0,5,1,64,70
41.192212847027065,-8.680472917093942,0,0,1,1,1,0,2,1,68,82
41.19220953242739,-8.679280425701888,0,0,1,1,1,0,1,0,60,80
41.19220620548084,-8.678087934509323,0,0,1,1,2,0,1,0,37,86
41.19220286618744,-8.67689544351699,1,0,1,1,2,0,2,1,34,80
41.19219951454718,-8.67570295272563,3,0,1,1,2,0,2,1,30,90
41.19219615056007,-8.674510462135983,3,0,0,1,2,0,3,2,28,94
41.19219277422611,-8.673317971748789,3,0,0,1,2,0,3,2,25,98
41.19218938554532,-8.672125481564795,3,0,0,0,1,0,3,2,31,114
41.19218598451769,-8.67093299158474,4,0,0,0,1,0,5,2,32,122
41.19218257114325,-8.669740501809365,5,0,0,1,3,1,5,2,34,144
41.19217914542198,-8.668548012239413,5,0,0,1,3,1,7,2,41,152
41.192175707353904,-8.667355522875624,6,0,1,1,3,2,8,3,43,150
41.19217225693902,-8.66616303371874,6,0,2,1,3,2,9,4,47,142
41.19216879417733,-8.664970544769504,7,0,2,1,3,2,8,4,48,146
41.19216531906885,-8.66377805602866,7,0,2,1,3,2,9,5,45,154
41.19216183161358,-8.662585567496942,6,0,2,1,4,2,9,5,46,152
41.19215833181153,-8.661393079175099,6,0,2,1,5,3,11,6,46,158
41.1921548196627,-8.66020059106387,7,0,2,1,5,3,15,6,45,158
41.1921512951671,-8.659008103163996,7,0,3,2,3,3,17,7,45,152
41.19214775832474,-8.657815615476219,6,0,3,3,3,3,17,6,40,128
41.19214420913562,-8.656623128001282,6,0,2,3,3,2,15,4,36,116
41.19214064759975,-8.655430640739924,7,0,2,3,3,2,16,5,36,122
41.19213707371714,-8.654238153692889,7,0,2,3,2,2,16,5,32,116
41.19213348748778,-8.653045666860919,6,0,2,2,2,2,14,4,26,114
41.1921298889117,-8.651853180244753,5,0,4,2,2,1,14,4,24,98
41.19212627798889,-8.650660693845134,5,0,4,2,3,1,13,3,22,90
41.19212265471936,-8.649468207662807,5,0,4,1,3,1,12,3,22,102
41.19211901910312,-8.648275721698507,4,0,4,1,3,1,10,4,29,104
41.192115371140176,-8.64708323595298,4,0,3,1,4,1,10,4,28,110
41.19211171083053,-8.645890750426968,5,0,3,0,5,2,9,3,29,84
41.19210803817421,-8.644698265121212,5,0,3,0,6,3,10,4,32,90
41.192104353171175,-8.643505780036453,5,0,4,0,6,3,11,5,32,100
41.19210065582147,-8.64231329517343,5,0,3,1,6,2,8,5,37,96
41.1920969461251,-8.64112081053289,5,0,3,1,6,2,8,6,40,98
41.19209322408206,-8.639928326115573,5,0,3,1,6,2,8,6,47,104
41.19208948969236,-8.638735841922218,4,0,3,1,6,2,8,5,52,106
41.192085742956,-8.63754335795357,4,0,2,1,5,2,7,5,56,107
41.19208198387301,-8.636350874210367,4,0,1,1,4,2,6,6,54,105
41.19207821244336,-8.635158390693354,4,0,1,1,5,2,6,6,51,99
41.19207442866709,-8.63396590740327,4,0,1,1,4,2,6,6,49,95
41.19207063254419,-8.63277342434086,4,0,1,1,4,2,6,6,45,97
41.192066824074665,-8.631580941506863,4,0,1,1,4,2,5,6,44,77
41.19206300325853,-8.630388458902022,4,0,1,1,3,1,5,5,37,71
41.1920591700958,-8.629195976527075,4,0,1,1,3,1,5,5,30,67
41.19205532458646,-8.628003494382769,4,0,1,1,3,1,3,5,27,65
41.19205146673053,-8.626811012469844,4,0,2,2,0,0,2,4,23,67
41.19204759652802,-8.625618530789039,3,0,1,2,0,0,3,4,17,71
41.19204371397893,-8.624426049341098,3,0,1,2,0,0,2,2,16,61
41.19203981908327,-8.623233568126762,3,0,1,1,0,1,1,2,14,46
41.19203591184104,-8.622041087146775,5,0,1,1,0,1,2,2,8,56
41.192031992252254,-8.620848606401873,5,0,1,2,1,1,2,2,8,65
41.19202806031692,-8.619656125892803,3,0,1,3,2,1,3,3,12,69
41.19202411603504,-8.618463645620304,3,0,1,3,3,1,4,6,16,83
41.192020159406624,-8.61727116558512,4,0,3,3,3,2,4,7,18,92
41.19201619043168,-8.616078685787988,5,0,3,3,3,2,4,7,19,89
41.19201220911021,-8.614886206229656,7,0,3,3,3,2,4,9,19,98
41.19200821544224,-8.613693726910858,7,0,3,3,3,2,5,9,19,104
41.192004209427736,-8.612501247832343,7,0,3,4,3,2,5,9,19,108
41.19200019106675,-8.61130876899485,7,0,3,4,4,2,5,9,18,116
41.19199616035927,-8.610116290399116,8,0,3,5,4,2,5,9,18,114
41.19199211730529,-8.60892381204589,9,0,3,5,4,2,3,10,17,124
41.19198806190485,-8.607731333935911,8,0,2,4,4,1,2,11,19,124
41.19198399415792,-8.606538856069918,8,0,3,4,4,1,1,8,17,119
41.19197991406453,-8.605346378448656,7,0,3,3,4,1,1,8,15,114
41.19197582162469,-8.604153901072864,6,0,1,3,4,0,0,7,9,109
41.19197171683839,-8.602961423943285,6,0,1,3,3,0,0,7,11,94
41.191967599705656,-8.60176894706066,6,0,1,2,2,0,0,5,11,85
41.19196347022648,-8.600576470425732,6,0,0,1,2,0,0,5,15,87
41.19195932840088,-8.599383994039242,3,0,0,1,1,0,0,4,12,87
41.19195517422887,-8.598191517901931,2,0,0,1,1,0,0,3,13,81
41.19195100771043,-8.596999042014541,3,0,0,1,1,0,0,2,14,83
41.193186457020445,-8.707896268474526,6,0,0,2,2,2,7,25,14,56
41.19318342630479,-8.706703756353232,6,0,0,2,3,3,8,28,32,66
41.19318038324175,-8.705511244414378,6,0,1,3,4,3,8,30,52,74
41.19317732783134,-8.704318732658706,6,0,1,3,4,3,7,33,66,88
41.19317426007354,-8.703126221086956,7,0,2,3,3,5,9,33,72,96
41.19317117996838,-8.70193370969987,7,0,2,3,3,5,10,35,74,100
41.19316808751585,-8.700741198498193,7,0,2,3,4,5,11,34,75,104
41.19316498271596,-8.699548687482663,7,0,2,3,5,5,12,34,73,106
41.193161865568726,-8.698356176654022,7,0,2,3,5,6,12,34,75,134
41.19315873607413,-8.697163666013013,6,0,3,3,5,6,14,34,78,136
41.1931555942322,-8.695971155560377,6,0,3,3,6,7,13,30,79,124
41.19315244004293,-8.694778645296859,5,0,3,3,6,8,13,22,77,121
41.19314927350633,-8.693586135223196,5,0,3,3,5,7,11,15,87,113
41.19314609462239,-8.692393625340133,4,0,3,2,4,7,9,15,89,99
41.19314290339114,-8.691201115648408,3,0,3,2,4,6,11,15,88,99
41.19313969981258,-8.690008606148767,2,0,2,2,3,4,11,14,83,94
41.19313648388671,-8.688816096841949,2,0,2,2,2,3,9,12,81,90
41.19313325561354,-8.687623587728698,3,0,1,2,2,0,8,10,71,78
41.193130014993066,-8.686431078809752,2,0,1,0,1,0,7,5,56,58
41.1931267620253,-8.685238570085858,1,0,1,0,1,0,7,5,53,62
41.19312349671026,-8.684046061557751,1,0,0,0,0,0,6,3,50,61
41.19312021904792,-8.68285355322618,0,0,1,0,0,0,6,1,52,61
41.19311692903831,-8.68166104509188,0,0,1,0,0,0,1,1,47,69
41.193113626681445,-8.680468537155598,0,0,1,0,0,0,1,0,50,78
41.193110311977314,-8.679276029418071,0,0,1,1,1,0,1,0,42,78
41.19310698492593,-8.678083521880046,0,0,1,1,1,0,2,0,31,74
41.19310364552729,-8.676891014542262,2,0,0,1,2,0,1,1,24,77
41.19310029378139,-8.675698507405459,3,0,0,0,2,0,2,1,23,88
41.193096929688274,-8.67450600047038,3,0,0,0,1,0,2,2,21,94
41.19309355324793,-8.67331349373777,3,0,0,0,1,0,2,2,18,94
41.19309016446034,-8.672120987208366,3,0,0,0,2,0,2,2,26,102
41.19308676332553,-8.670928480882912,5,0,0,0,2,0,4,2,30,122
41.19308334984352,-8.66973597476215,5,0,0,1,3,0,5,2,32,142
41.19307992401429,-8.668543468846819,5,0,1,2,3,1,5,2,37,152
41.19307648583786,-8.667350963137665,6,0,1,2,3,1,6,2,42,162
41.19307303531424,-8.666158457635424,6,0,2,2,3,2,6,2,43,144
41.19306957244344,-8.664965952340845,6,0,2,2,3,2,8,4,41,148
41.19306609722543,-8.663773447254663,7,0,3,2,3,2,9,5,40,136
41.19306260966027,-8.662580942377623,7,0,3,1,3,2,9,5,39,136
41.19305910974791,-8.661388437710468,6,0,2,1,3,3,9,5,39,151
41.1930555974884,-8.660195933253936,6,0,1,1,4,3,12,6,41,150
41.19305207288174,-8.65900342900877,6,0,1,1,3,2,13,7,38,146
41.1930485359279,-8.657810924975715,6,0,2,2,2,2,16,5,36,132
41.193044986626944,-8.656618421155509,6,0,2,2,2,2,16,5,37,128
41.19304142497885,-8.655425917548893,5,0,2,2,2,2,16,5,37,124
41.19303785098359,-8.654233414156613,4,0,2,2,2,2,15,4,33,116
41.19303426464123,-8.653040910979406,4,0,2,1,2,1,13,3,25,106
41.19303066595174,-8.651848408018017,3,0,2,1,2,1,13,3,23,90
41.19302705491513,-8.650655905273187,3,0,4,1,2,1,12,3,22,90
41.193023431531415,-8.649463402745655,3,0,4,1,3,1,9,3,23,92
41.19301979580061,-8.648270900436165,3,0,4,1,3,1,8,4,26,100
41.1930161477227,-8.647078398345462,4,0,3,0,3,1,9,4,28,100
41.1930124872977,-8.645885896474281,3,0,3,0,4,2,9,3,28,88
41.19300881452563,-8.644693394823367,2,0,3,0,6,2,10,4,31,88
41.19300512940648,-8.643500893393464,5,0,3,0,7,3,9,4,37,94
41.19300143194027,-8.64230839218531,5,0,3,1,6,2,8,5,41,104
41.19299772212698,-8.641115891199647,5,0,3,1,6,2,8,5,46,106
41.19299399996663,-8.639923390437218,4,0,2,1,5,2,6,5,52,106
41.19299026545925,-8.638730889898767,4,0,2,1,5,2,6,5,58,107
41.19298651860482,-8.63753838958503,5,0,1,1,4,2,6,5,62,105
41.19298275940336,-8.636345889496754,4,0,1,1,4,2,6,5,60,105
41.19297898785486,-8.635153389634677,4,0,1,1,4,2,6,5,60,97
41.19297520395935,-8.633960889999543,5,0,1,1,3,2,6,6,57,95
41.19297140771682,-8.632768390592092,4,0,1,1,3,2,6,6,50,87
41.19296759912727,-8.631575891413068,4,0,1,1,3,2,6,6,42,69
41.19296377819074,-8.63038339246321,4,0,1,1,3,1,5,5,33,69
41.1929599449072,-8.62919089374326,4,0,1,1,2,1,4,5,32,69
41.19295609927667,-8.627998395253963,4,0,1,1,2,1,2,5,23,69
41.19295224129917,-8.626805896996055,4,0,2,2,0,0,3,2,23,67
41.1929483709747,-8.625613398970284,3,0,1,2,0,0,2,3,20,67
41.19294448830325,-8.624420901177388,3,0,1,2,0,0,2,2,16,59
41.19294059328484,-8.623228403618107,3,0,1,1,0,1,1,1,12,55
41.19293668591949,-8.622035906293188,4,0,1,1,0,1,1,1,9,59
41.19293276620718,-8.620843409203367,2,0,1,2,2,1,3,2,12,64
41.19292883414793,-8.61965091234939,3,0,1,3,2,1,3,3,14,68
41.19292488974174,-8.618458415731995,3,0,3,3,3,1,3,4,17,80
41.19292093298864,-8.617265919351928,4,0,3,3,3,1,3,5,19,91
41.19291696388863,-8.616073423209928,6,0,3,3,3,1,5,8,20,92
41.1929129824417,-8.614880927306736,7,0,3,3,4,2,5,9,20,98
41.19290898864784,-8.613688431643094,7,0,3,4,4,2,5,9,19,108
41.19290498250712,-8.612495936219746,7,0,3,4,4,2,5,9,19,116
41.19290096401948,-8.61130344103743,8,0,3,4,4,2,4,9,18,120
41.19289693318498,-8.610110946096892,8,0,3,4,4,1,4,9,18,122
41.1928928900036,-8.60891845139887,8,0,3,4,4,1,4,7,19,123
41.19288883447535,-8.607725956944106,8,0,2,3,4,1,2,7,19,121
41.19288476660023,-8.606533462733344,8,0,2,3,4,1,2,7,19,119
41.19288068637827,-8.605340968767324,7,0,2,3,3,1,1,7,17,118
41.19287659380945,-8.604148475046788,6,0,2,3,3,0,0,7,10,107
41.1928724888938,-8.602955981572478,7,0,0,3,4,0,0,5,11,113
41.19286837163132,-8.601763488345135,6,0,0,2,2,0,0,5,11,89
41.19286424202202,-8.6005709953655,6,0,0,0,2,0,0,5,12,101
41.19286010006587,-8.599378502634316,4,0,0,1,1,0,0,3,11,93
41.19285594576294,-8.598186010152325,2,0,0,1,1,0,0,2,11,84
41.192851779113205,-8.596993517920266,3,0,0,1,1,0,0,2,12,70
41.19408723882827,-8.707892264303108,5,0,0,2,2,2,6,20,9,56
41.194084208017095,-8.706699735835372,6,0,0,2,3,3,9,24,21,72
41.194081164858176,-8.705507207550086,6,0,0,3,4,3,10,27,39,82
41.194078109351466,-8.704314679447991,6,0,2,3,4,5,12,31,52,86
41.194075041496994,-8.70312215152983,7,0,2,3,5,5,10,32,61,102
41.19407196129476,-8.70192962379634,7,0,2,3,5,5,11,38,63,110
41.19406886874478,-8.700737096248268,7,0,2,4,6,5,11,33,63,108
41.19406576384704,-8.699544568886356,6,0,2,4,6,5,12,35,61,120
41.19406264660157,-8.69835204171134,6,0,2,4,6,5,12,35,64,122
41.19405951700835,-8.697159514723968,6,0,2,4,6,5,11,29,67,127
41.19405637506741,-8.695966987924978,6,0,2,4,6,6,11,21,68,127
41.194053220778734,-8.694774461315115,5,0,3,3,6,6,9,14,70,120
41.194050054142345,-8.693581934895116,5,0,3,3,6,6,7,12,70,120
41.19404687515824,-8.692389408665727,4,0,3,1,4,5,7,11,75,110
41.194043683826415,-8.69119688262769,1,0,3,1,3,4,5,10,73,99
41.194040480146896,-8.690004356781744,1,0,3,1,2,2,4,10,68,90
41.194037264119686,-8.68881183112863,1,0,2,1,2,2,3,11,65,70
41.19403403574477,-8.687619305669092,1,0,1,1,2,0,3,10,50,52
41.194030795022165,-8.686426780403872,0,0,1,0,1,0,3,6,40,50
41.1940275419519,-8.685234255333711,0,0,0,0,1,0,3,5,35,58
41.19402427653394,-8.684041730459352,0,0,0,0,1,0,2,3,33,60
41.19402099876832,-8.682849205781535,0,0,0,0,0,0,2,0,33,57
41.19401770865503,-8.681656681301002,0,0,0,0,0,0,1,0,34,65
41.19401440619409,-8.680464157018495,0,0,0,0,0,0,1,0,35,62
41.19401109138549,-8.679271632934757,0,0,0,0,0,0,1,0,32,52
41.19400776422925,-8.678079109050527,0,0,0,0,0,0,2,0,26,66
41.194004424725385,-8.67688658536655,3,0,0,0,1,0,2,1,25,71
41.19400107287387,-8.675694061883565,3,0,0,0,1,0,1,1,17,87
41.19399770867473,-8.674501538602314,3,0,0,0,1,0,1,1,16,86
41.19399433212797,-8.673309015523541,3,0,0,0,1,0,1,2,19,90
41.1939909432336,-8.672116492647987,3,0,0,0,2,0,1,2,25,102
41.1939875419916,-8.670923969976393,4,0,1,1,2,0,3,2,27,122
41.193984128402015,-8.6697314475095,5,0,1,1,3,0,5,2,31,140
41.19398070246482,-8.66853892524805,6,0,1,2,3,0,5,2,32,160
41.193977264180056,-8.667346403192788,6,0,1,2,3,0,6,2,39,154
41.19397381354769,-8.666153881344451,6,0,1,2,3,0,6,2,37,154
41.19397035056775,-8.664961359703783,6,0,2,2,3,2,6,2,35,154
41.19396687524022,-8.663768838271526,6,0,2,2,3,2,7,2,39,152
41.19396338756515,-8.662576317048423,7,0,2,2,3,2,9,5,38,152
41.193959887542505,-8.661383796035212,7,0,2,2,3,2,8,5,34,152
41.19395637517231,-8.660191275232636,6,0,2,1,4,2,10,5,35,144
41.193952850454565,-8.65899875464144,5,0,1,1,3,2,10,4,34,142
41.19394931338928,-8.657806234262361,5,0,2,1,3,2,9,4,35,144
41.19394576397647,-8.656613714096144,5,0,2,1,2,2,12,3,36,144
41.19394220221612,-8.65542119414353,5,0,2,2,2,1,12,3,33,130
41.19393862810824,-8.65422867440526,4,0,2,1,2,1,12,3,31,120
41.19393504165286,-8.653036154882077,4,0,2,1,2,1,12,4,23,117
41.19393144284996,-8.651843635574721,4,0,2,1,2,1,10,3,23,106
41.193927831699554,-8.650651116483937,3,0,2,0,1,1,8,3,20,90
41.19392420820166,-8.649458597610463,3,0,3,0,3,1,8,3,20,92
41.19392057235627,-8.648266078955043,2,0,2,0,3,1,8,4,20,94
41.1939169241634,-8.647073560518416,2,0,3,0,3,2,8,4,24,100
41.19391326362305,-8.645881042301326,1,0,3,0,3,2,8,3,30,86
41.19390959073523,-8.644688524304517,2,0,2,0,6,2,7,3,36,86
41.193905905499946,-8.643496006528725,3,0,2,0,6,2,7,3,42,84
41.193902207917205,-8.642303488974697,4,0,2,1,5,2,7,5,49,102
41.19389849798701,-8.64111097164317,4,0,2,1,5,2,6,4,55,98
41.19389477570937,-8.639918454534891,4,0,2,1,5,2,6,5,61,108
41.19389104108429,-8.638725937650598,4,0,1,1,4,2,5,5,62,107
41.19388729411179,-8.637533420991033,5,0,1,1,4,2,5,5,62,107
41.19388353479186,-8.63634090455694,5,0,1,1,4,2,5,5,63,101
41.193879763124514,-8.635148388349059,4,0,1,1,3,2,5,5,65,95
41.19387597910975,-8.633955872368132,4,0,1,1,3,2,5,5,63,91
41.193872182747576,-8.6327633566149,5,0,1,1,3,2,5,5,54,85
41.19386837403802,-8.631570841090104,5,0,1,1,3,2,5,5,48,75
41.19386455298107,-8.63037832579449,4,0,1,1,3,2,4,4,32,67
41.193860719576726,-8.629185810728796,4,0,1,1,3,1,4,4,30,61
41.19385687382501,-8.627993295893763,4,0,1,1,2,0,2,3,24,69
41.19385301572592,-8.626800781290134,3,0,1,2,0,0,3,2,21,69
41.19384914527948,-8.625608266918654,2,0,1,2,0,0,2,2,18,69
41.19384526248568,-8.62441575278006,3,0,1,1,1,0,2,2,16,57
41.19384136734452,-8.623223238875093,3,0,1,1,1,1,1,1,11,55
41.19383745985603,-8.622030725204501,3,0,1,1,1,1,1,1,7,57
41.193833540020194,-8.62083821176902,2,0,1,2,3,1,2,2,13,60
41.19382960783703,-8.619645698569393,2,0,2,3,3,1,3,3,14,72
41.19382566330655,-8.618453185606363,2,0,3,3,4,1,3,4,18,81
41.19382170642875,-8.61726067288067,5,0,3,3,3,1,4,6,19,93
41.19381773720365,-8.616068160393057,7,0,3,3,4,1,4,6,20,92
41.19381375563125,-8.614875648144267,7,0,3,4,4,1,4,7,20,101
41.19380976171154,-8.613683136135037,7,0,3,4,4,1,4,7,20,116
41.193805755444565,-8.612490624366114,6,0,3,4,4,1,4,7,19,127
41.193801736830295,-8.611298112838238,7,0,3,4,4,1,4,7,19,125
41.19379770586877,-8.61010560155215,7,0,3,4,4,1,4,7,19,127
41.19379366255996,-8.608913090508588,7,0,3,4,4,1,3,7,19,127
41.19378960690391,-8.607720579708301,8,0,2,3,4,1,2,7,19,131
41.193785538900606,-8.606528069152027,9,0,2,3,4,1,2,6,19,116
41.19378145855005,-8.605335558840508,8,0,2,3,4,1,2,6,17,121
41.19377736585227,-8.604143048774485,7,0,2,3,4,0,1,5,16,111
41.193773260807255,-8.602950538954701,7,0,0,3,3,0,0,5,9,105
41.19376914341501,-8.601758029381898,7,0,0,2,2,0,0,3,11,97
41.193765013675566,-8.600565520056815,7,0,0,1,2,0,0,3,11,95
41.19376087158891,-8.599373010980198,6,0,0,0,1,0,0,2,11,91
41.19375671715505,-8.598180502152783,3,0,0,0,1,0,0,2,10,86
41.193752550374015,-8.596987993575317,3,0,0,0,1,0,0,3,10,72
41.19499103905289,-8.709080804946616,4,0,0,0,2,1,6,14,7,48
41.1949880204944,-8.707888259949982,4,0,0,1,2,2,7,14,10,62
41.19498498958773,-8.706695715135062,5,0,0,1,2,3,8,16,12,76
41.19498194633289,-8.705503170502602,5,0,1,3,5,4,12,21,29,82
41.194978890729885,-8.704310626053346,6,0,1,3,5,5,12,28,40,92
41.19497582277874,-8.703118081788027,6,0,2,4,6,5,12,28,49,96
41.19497274247944,-8.701925537707396,6,0,2,4,6,5,10,30,55,106
