city,year,source,worldpop_release,product,total_population_est,area_km2,density_pop_per_km2,max_cell_pop,mean_cell_pop,max_cell_pop_pct,mean_cell_pop_pct
"Matosinhos, Portugal",2025,worldpop,R2025A,constrained,174061,62.44,2787.47,66.87,18.63,0.00038417623331435933,0.00010703160201355635
